dataset_id,specimen_key,task,method,method_group,seed,step,cost,proxy_success,reviewed_success,selection_rule
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,25,0.006578489383919248,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,26,0.006796032022276366,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,27,0.007013574660633484,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,28,0.007231117298990602,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,29,0.007492168465019143,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,30,0.007709711103376262,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,31,0.007970762269404803,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,32,0.008284023668639054,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,33,0.008501566306996172,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,34,0.008710407239819005,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,35,0.008927949878176123,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,36,0.00914549251653324,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,37,0.009363035154890358,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,38,0.009571876087713193,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,39,0.00978941872607031,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,40,0.01010268012530456,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,41,0.010320222763661678,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,42,0.01058127392969022,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,43,0.010798816568047338,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,44,0.01105986773407588,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,45,0.01132091890010442,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,46,0.011538461538461539,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,47,0.011756004176818656,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,48,0.012060563870518622,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,49,0.012269404803341455,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,50,0.012478245736164288,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,51,0.012652279846849983,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,52,0.016498433693003828,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,53,0.020344587539157674,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,54,0.02406021580229725,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,55,0.027906369648451095,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,56,0.028080403759136792,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,57,0.03183954054994779,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,58,0.03559867734075879,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,59,0.03935781413156979,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,60,0.043116950922380784,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,61,0.04687608771319179,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,62,0.05063522450400278,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,63,0.05439436129481379,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,64,0.05453358858336234,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,65,0.058431952662721894,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,66,0.06233031674208145,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,67,0.066228680821441,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,68,0.07012704490080056,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,69,0.07388618169161155,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,70,0.07764531848242255,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,71,0.08140445527323355,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,72,0.0816655064392621,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,73,0.09354333449356074,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,74,0.1052384267316394,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,75,0.11693351896971807,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,76,0.12862861120779673,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,77,0.12880264531848243,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,78,0.13256178210929342,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,79,0.14425687434737208,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,80,0.14447441698572921,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,81,0.1482335537765402,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,82,0.15992864601461887,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,83,0.16368778280542987,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,84,0.17538287504350852,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,85,0.17928123912286809,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,86,0.1911590671771667,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,87,0.2028541594152454,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,88,0.20311521058127394,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,89,0.2148103028193526,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,90,0.22668813087365122,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,91,0.2383832231117299,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,92,0.25007831534980857,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,93,0.26177340758788725,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,94,0.27365123564218585,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,95,0.2855377654020188,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,96,0.2857466063348416,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,97,0.2979986077271145,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,98,0.3102506091193874,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,99,0.32287678384963453,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,100,0.32649669335189696,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,101,0.3380090497737557,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,102,0.3508179603202228,False,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,103,0.3634441350504699,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,104,0.363661677688827,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,105,0.37627044900800555,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,106,0.3765315001740341,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,107,0.37674904281239124,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,108,0.37696658545074835,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,109,0.377140619561434,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,110,0.37731465367211975,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,111,0.38079533588583364,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,112,0.38441524538809607,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,113,0.3880351548903585,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,114,0.39165506439262093,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,115,0.40316742081447965,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,116,0.4067873303167421,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,117,0.41026801253045597,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,118,0.41374869474416986,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,119,0.4173686042464323,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,120,0.4209885137486947,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,121,0.4246084232509572,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,122,0.42822833275321964,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,123,0.4401061608075183,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,124,0.44372607030978073,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,125,0.4472067525234946,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,126,0.4507831534980856,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,127,0.4542290288896624,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,128,0.4578489383919248,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,129,0.4613296206056387,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,130,0.46494953010790113,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,131,0.47737556561085975,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
74t7kcdgkr,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,P8,1,132,0.4808562478245736,True,False,MIN_SHA256_BC_FROZEN_CASE_V1_WITHIN_DOMAIN
