schema_version,cohort,dataset_id,specimen_id,specimen_key,split,priority,reference_version,reference_type,review_state,reviewer_alias,formal_eligible,annotation_path,annotation_exists,blinding_contract,status
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-39,xcmzfsbd9t:c24-39,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-39.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-49,xcmzfsbd9t:c24-49,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-49.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-54.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-15.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-19.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-38.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-4.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-19.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-31.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-33.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,TEST,1,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-4.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,74t7kcdgkr,c8-2,74t7kcdgkr:c8-2,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/74t7kcdgkr__c8-2.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,74t7kcdgkr,c8-28,74t7kcdgkr:c8-28,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/74t7kcdgkr__c8-28.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,cgtnjyggtm,q24-16,cgtnjyggtm:q24-16,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/cgtnjyggtm__q24-16.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,cgtnjyggtm,q24-30,cgtnjyggtm:q24-30,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/cgtnjyggtm__q24-30.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,w68dtmpfyf,q16-12,w68dtmpfyf:q16-12,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/w68dtmpfyf__q16-12.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,w68dtmpfyf,q16-32,w68dtmpfyf:q16-32,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/w68dtmpfyf__q16-32.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-27,xcmzfsbd9t:c24-27,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-27.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-9t,xcmzfsbd9t:c24-9t,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-9t.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-16,yfxyg8jm46:c16-16,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-16.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-35,yfxyg8jm46:c16-35,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-35.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-14,ykhs7s2dck:q8-14,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-14.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-29,ykhs7s2dck:q8-29,VALID,2,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-29.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,74t7kcdgkr,c8-15,74t7kcdgkr:c8-15,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/74t7kcdgkr__c8-15.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,74t7kcdgkr,c8-20,74t7kcdgkr:c8-20,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/74t7kcdgkr__c8-20.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,74t7kcdgkr,c8-21,74t7kcdgkr:c8-21,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/74t7kcdgkr__c8-21.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,74t7kcdgkr,c8-32,74t7kcdgkr:c8-32,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/74t7kcdgkr__c8-32.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,cgtnjyggtm,q24-18,cgtnjyggtm:q24-18,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/cgtnjyggtm__q24-18.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,cgtnjyggtm,q24-29,cgtnjyggtm:q24-29,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/cgtnjyggtm__q24-29.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,cgtnjyggtm,q24-32,cgtnjyggtm:q24-32,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/cgtnjyggtm__q24-32.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,cgtnjyggtm,q24-4,cgtnjyggtm:q24-4,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/cgtnjyggtm__q24-4.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,w68dtmpfyf,q16-22,w68dtmpfyf:q16-22,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/w68dtmpfyf__q16-22.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,w68dtmpfyf,q16-23,w68dtmpfyf:q16-23,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/w68dtmpfyf__q16-23.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,w68dtmpfyf,q16-24,w68dtmpfyf:q16-24,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/w68dtmpfyf__q16-24.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,w68dtmpfyf,q16-42,w68dtmpfyf:q16-42,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/w68dtmpfyf__q16-42.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-11t,xcmzfsbd9t:c24-11t,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-11t.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-33,xcmzfsbd9t:c24-33,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-33.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-37,xcmzfsbd9t:c24-37,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-37.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,xcmzfsbd9t,c24-43,xcmzfsbd9t:c24-43,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/xcmzfsbd9t__c24-43.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-12,yfxyg8jm46:c16-12,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-12.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-18,yfxyg8jm46:c16-18,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-18.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-30,yfxyg8jm46:c16-30,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-30.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,yfxyg8jm46,c16-42,yfxyg8jm46:c16-42,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/yfxyg8jm46__c16-42.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-11,ykhs7s2dck:q8-11,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-11.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-28,ykhs7s2dck:q8-28,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-28.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-41,ykhs7s2dck:q8-41,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-41.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,RETROSPECTIVE_PILOT_60,ykhs7s2dck,q8-7,ykhs7s2dck:q8-7,TRAIN,3,PROXY_LEGACY,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,results/vlm_cscan_efficiency/annotation_queue/ykhs7s2dck__q8-7.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,74t7kcdgkr,c8-12,74t7kcdgkr:c8-12,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/74t7kcdgkr__c8-12.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,74t7kcdgkr,c8-34,74t7kcdgkr:c8-34,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/74t7kcdgkr__c8-34.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,74t7kcdgkr,c8-40,74t7kcdgkr:c8-40,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/74t7kcdgkr__c8-40.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,74t7kcdgkr,c8-8t,74t7kcdgkr:c8-8t,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/74t7kcdgkr__c8-8t.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,cgtnjyggtm,q24-22,cgtnjyggtm:q24-22,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/cgtnjyggtm__q24-22.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,cgtnjyggtm,q24-25,cgtnjyggtm:q24-25,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/cgtnjyggtm__q24-25.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,cgtnjyggtm,q24-39,cgtnjyggtm:q24-39,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/cgtnjyggtm__q24-39.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,cgtnjyggtm,q24-50,cgtnjyggtm:q24-50,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/cgtnjyggtm__q24-50.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,w68dtmpfyf,q16-11,w68dtmpfyf:q16-11,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/w68dtmpfyf__q16-11.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,w68dtmpfyf,q16-17,w68dtmpfyf:q16-17,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/w68dtmpfyf__q16-17.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,w68dtmpfyf,q16-28,w68dtmpfyf:q16-28,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/w68dtmpfyf__q16-28.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
1,ADDITIONAL_BC_CONFIRM_24,w68dtmpfyf,q16-35,w68dtmpfyf:q16-35,CONFIRM,4,REVIEWED_V1_PENDING,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,confirmation_annotation_queue/w68dtmpfyf__q16-35.json,True,FULL_CSCAN_ONLY_NO_MODEL_OUTPUTS,INDEPENDENT_REVIEW_PENDING
