schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,reference_version,analysis_scope,stop_system,stopped,stop_step,stop_cost,stop_report_sha256,success_at_stop,completion,false_stop,exhausted,autonomous_ausc,failure_penalized_cost,measured_cost_at_execution_end,prefix_action_count,prefix_measurement_cost,prefix_route_cost,prefix_route_turns,report_id,false_stop_iou,false_stop_recall,false_stop_relative_area_error,false_stop_task_loss,execution_evidence,planner_inference_seconds,stop_inference_seconds,timing_scope
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,171,0.7553599296626002,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,True,True,False,False,0.24464007033739976,0.7553599296626002,0.7553599296626002,171,0.7553599296626002,1.349195068504238,13600,9c160324a8e239b7eeac9e3384e8e4fb35c0e8a4cd65e579fbe34c623b7427c3,,,,,CACHED_PREFIX,0.3900532452389598,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,139,0.45283877349159246,716ca8a922e9068f9f53abc12a31f11d9df69f51c11c141dd3e4584fb9d1472f,False,False,True,False,0.0,1.0,0.45283877349159246,139,0.45283877349159246,0.9124053540386174,9030,2ced03b538aab61123c035db1e21e9d2ea0e39762fab7ded4ec36f5e91fe8a13,0.8941165288470677,0.8941165288470677,0.10588347115293223,0.10588347115293217,CACHED_PREFIX,0.31754041044041514,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,144,0.6470337399714254,deae3f27391c34412a9701df13d445f445c1833b25e741deeb9437d26db02f9b,False,False,True,False,0.0,1.0,0.6470337399714254,144,0.6470337399714254,1.1162277461249066,11328,570cb48d6c229d2db4650512fabd3710ea1f15b97401fddf0e2e38730a56de59,0.8151229086830545,0.8289136013686912,0.15416785476665718,0.17004378157163724,CACHED_PREFIX,0.33012550324201584,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,191,0.9883701505659963,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,True,True,False,False,0.011629849434003692,0.9883701505659963,0.9883701505659963,191,0.9883701505659963,1.6430333554404581,16884,2869adfcc71fbbcb9bec7f33a1651b3b06f56329443f2994759077366cf4235f,,,,,CACHED_PREFIX,0.43513683415949345,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P4,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,158,0.6032201340806682,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.3967798659193318,0.6032201340806682,0.6032201340806682,158,0.6032201340806682,1.169394292001002,11410,3bdf1361d6efbdb20b33902d6cb7f1750bf48f9770a3616602089ccc4f4e4029,,,,,CACHED_PREFIX,0.09898731717839837,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P4,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,99,0.282714584020222,d60ecdb943272b1d770032e651f4cd7335ed8644e33c24e4d44d924645aff087,True,True,False,False,0.717285415979778,0.282714584020222,0.282714584020222,99,0.282714584020222,0.5915650696326216,5484,06a326091a73cde147707fdaed9aeb366c8d4e24d9f761939b6d34e190a43c60,,,,,CACHED_PREFIX,0.03553036227822304,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P8,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,158,0.6032201340806682,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.3967798659193318,0.6032201340806682,0.6032201340806682,158,0.6032201340806682,1.1544181706183252,11414,dbf319911e2e8c6a827818231f0e016a984dd58a602f835d45573f42b010e777,,,,,CACHED_PREFIX,0.09435444604605436,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P8,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,98,0.2790570392350808,d60ecdb943272b1d770032e651f4cd7335ed8644e33c24e4d44d924645aff087,True,True,False,False,0.7209429607649191,0.2790570392350808,0.2790570392350808,98,0.2790570392350808,0.5681088950153111,5406,af3709a8982460a136db4f14481bcd4299fc1a6fbd12d25cb277ba4f3bb8a673,,,,,CACHED_PREFIX,0.033703154884278774,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,138,0.5228354764259808,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.4771645235740192,0.5228354764259808,0.5228354764259808,138,0.5228354764259808,0.983058001188196,9720,09d348ed8298de6e748f896ed81c64938c7f2ef33f5bfcedded5d942229426c2,,,,,CACHED_PREFIX,0.4304206189699471,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,87,0.14953071766128145,c2307a87fcf73547dd6bb3d817b218590c85c99cfed0629d688ac3592b2c72a8,False,False,True,False,0.0,1.0,0.14953071766128145,87,0.14953071766128145,0.39257122238757486,3590,9caec9a6fc94551e8f7de222c996019b10ef4d762e4784ca9483960f51a234a2,0.012877633861353011,0.0,0.0,1.0,CACHED_PREFIX,0.3291646228171885,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S2,2,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,163,0.662121112210133,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.33787888778986697,0.662121112210133,0.662121112210133,163,0.662121112210133,1.221317690057137,12266,465f8db6e11e4779e7a4e5b1cba13c25385a4d417bfa0b2be751bc1474eb60f9,,,,,CACHED_PREFIX,0.35228491947054863,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S2,2,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,82,0.0827739312012309,8b32a4983f0389023a86bd87b6962d4fc8b397468659d601a5e66697b5199c2d,True,True,False,False,0.9172260687987691,0.0827739312012309,0.0827739312012309,82,0.0827739312012309,0.29919467475187783,2678,da6aaf3f7cc52701cbd59e82ad0abdb5542acb8f8075038b08d5e0ab9322f963,,,,,CACHED_PREFIX,0.16841760743409395,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S3,3,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,162,0.6502121112210133,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.3497878887789867,0.6502121112210133,0.6502121112210133,162,0.6502121112210133,1.1901873611702491,12112,d9800eecb5aa975fb0169f09835f3dfee69b3fedd507f2b88c588919a63df665,,,,,CACHED_PREFIX,0.3616140279918909,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S3,3,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,106,0.32494120232992635,d60ecdb943272b1d770032e651f4cd7335ed8644e33c24e4d44d924645aff087,True,True,False,False,0.6750587976700737,0.32494120232992635,0.32494120232992635,106,0.32494120232992635,0.6230024654905844,6262,3aa0f26a6dd504527e1c0661dfa10b071916d5b174cfd20e81da5be5895743ee,,,,,CACHED_PREFIX,0.23537148162722588,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_VLM_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,147,0.5386152324431256,d60ecdb943272b1d770032e651f4cd7335ed8644e33c24e4d44d924645aff087,True,True,False,False,0.4613847675568744,0.5386152324431256,0.5386152324431256,147,0.5386152324431256,1.039595849730808,10278,2d6af0174561acd6f276a2aaa74b31c8b35d750b798e2574a45e7ddd9edf8b12,,,,,CACHED_PREFIX,0.3476911224424839,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_VLM_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,85,0.12589515331355094,c9d376ff68d24944f318b79c8080fe9575813f9013560360ceaf3b92491e5261,False,False,True,False,0.0,1.0,0.12589515331355094,85,0.12589515331355094,0.35538432423649846,3252,02933b777e36e1e8a508be6a0bd0b4183738990dab10818c6668dd6b920e0f0f,0.007766203805615969,0.0,0.0,1.0,CACHED_PREFIX,0.20178835419937968,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,139,0.6319002088141554,291fa9fdc7f21e6f52ae7c3b01e6421e3210932002f5fe5b3db2230ce0ccaa6f,True,True,False,False,0.36809979118584457,0.6319002088141554,0.6319002088141554,139,0.6319002088141554,1.0858468552548495,11046,ec6f0c248dffc1e8ff687ead47cf1daf5950ebec20201be0dbbbb53f3891c2aa,,,,,CACHED_PREFIX,0.29556783428415656,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,183,0.9267479942850863,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.07325200571491375,0.9267479942850863,0.9267479942850863,183,0.9267479942850863,1.5471184760707877,15890,57278047b6e966d06cc82099953f3ccf32b5280b134ee34b4c7c117bae3e0a22,,,,,CACHED_PREFIX,0.39077275851741433,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED_P4,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,177,0.8249741729860425,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.17502582701395752,0.8249741729860425,0.8249741729860425,177,0.8249741729860425,1.4739297947382133,14562,45ee578d6a13a5dea862dd4c4df5ad4d1baaeffd5a296038a7901c9faca95659,,,,,CACHED_PREFIX,0.13244782481342554,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED_P4,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,160,0.6274140015386306,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.3725859984613694,0.6274140015386306,0.6274140015386306,160,0.6274140015386306,1.2018442750920266,11746,e0e4d65e4a9a6f32ac54ac83890f5df2d0c98e4fa6637a0728874d0786feac83,,,,,CACHED_PREFIX,0.10917922994121909,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED_P8,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,177,0.8249741729860425,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.17502582701395752,0.8249741729860425,0.8249741729860425,177,0.8249741729860425,1.4653278056926944,14568,6dd0e2dddf845b660b513499a4c46270d93406e4439b97209b25e6b30e1a52c8,,,,,CACHED_PREFIX,0.10970772476866841,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED_P8,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,160,0.6274140015386306,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.3725859984613694,0.6274140015386306,0.6274140015386306,160,0.6274140015386306,1.1932422860465077,11752,06c7136b7b7960b0ac5a0f686433fdfb328f8abea9d9229c82f92cf0077f41e4,,,,,CACHED_PREFIX,0.08995969500392675,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,173,0.7789053742169469,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.22109462578305306,0.7789053742169469,0.7789053742169469,173,0.7789053742169469,1.3708606613855139,13914,f3ed322547f60300172833b548186e52131d86837327df00d556e8b4ef44b0c4,,,,,CACHED_PREFIX,0.39550394797697663,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,167,0.7091152873942191,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.29088471260578086,0.7091152873942191,0.7091152873942191,167,0.7091152873942191,1.2754016321933024,12922,316687c8457607aa24418dcae2c0b415a1b0728c2bee722cdc235bdc1da6fbfa,,,,,CACHED_PREFIX,0.38266530772671103,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,176,0.8139839542806901,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.18601604571930985,0.8139839542806901,0.8139839542806901,176,0.8139839542806901,1.4096572371930682,14432,286de92a43bf7ea45f6435afff5fc1db009d9ab2e77c8cb1d4cdd313fb720f19,,,,,CACHED_PREFIX,0.38756187399849296,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,160,0.6274140015386306,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.3725859984613694,0.6274140015386306,0.6274140015386306,160,0.6274140015386306,1.1571877210938497,11770,bc1de5f1bd68e5e3ca3abf33e3d982a4801d6142c14e8104d62b4b80d5c39b3c,,,,,CACHED_PREFIX,0.3527102777734399,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,170,0.7438267941532036,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.25617320584679637,0.7438267941532036,0.7438267941532036,170,0.7438267941532036,1.3276135201724852,13414,4cffdbe22dc0692d150b6a91ab17d954c3aac0e345332a8cfd8f73f189a009d9,,,,,CACHED_PREFIX,0.40430335234850645,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,163,0.662310143971865,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.33768985602813495,0.662310143971865,0.662310143971865,163,0.662310143971865,1.2158815831485732,12254,df29aebfe3e86ac03c72e4449e06a847846682eb2737fd80e0880b9765c66c40,,,,,CACHED_PREFIX,0.38790235528722405,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,170,0.7442861852950874,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.2557138147049126,0.7442861852950874,0.7442861852950874,170,0.7442861852950874,1.3325871048796785,13436,0270643122140dab5a914393d413eec470b2e623725ee52edfae73d001cb7cf6,,,,,CACHED_PREFIX,0.39686266938224435,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,170,0.7442861852950874,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.2557138147049126,0.7442861852950874,0.7442861852950874,170,0.7442861852950874,1.3325871048796785,13436,80d2eb1367632eac623857d18bfeaff7e8a6ab43316b7d62895c60220552434a,,,,,CACHED_PREFIX,0.39686266938224435,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,167,0.7969051544125728,b4a66542035499193ee29c2c9c80ae224847ed4a879f716edb941ef3add32c19,False,False,True,False,0.0,1.0,0.7969051544125728,167,0.7969051544125728,1.3537670169936795,13826,a0833ac5ad94edbaf9178343241950a784042d0085ac48a338f224d57316e456,0.6471925437599454,0.6471925437599454,0.35280745624005455,0.3528074562400546,CACHED_PREFIX,0.3921803184784949,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,192,1.0,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,True,True,False,False,0.0,1.0,1.0,192,1.0,1.6574011804781426,17040,f6ee8e9a5c514f5c250aaf878d3a13efbfde14a3282c1423543ec66fbbc018bc,,,,,CACHED_PREFIX,0.4484367975965142,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_BALANCED_P4,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_BC_CAL,True,160,0.6274140015386306,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,True,True,False,False,0.3725859984613694,0.6274140015386306,0.6274140015386306,160,0.6274140015386306,1.2018442750920266,11746,96a383acec407d9ffacfba5e94668c23d44ef225e5363ab5dc6938ec78eb67ea,,,,,CACHED_PREFIX,0.09100744593888521,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_BALANCED_P4,1,PROXY_LEGACY,AUTONOMOUS_PREFIX,S_RULE,True,86,0.0976349049346082,4bee3cabb232e53a264c688039a16421659be5f04f9656e654ecff561989c46d,True,True,False,False,0.9023650950653918,0.0976349049346082,0.0976349049346082,86,0.0976349049346082,0.3519373916644478,2986,a6da9476f4ab419139ee8847b2f767a8070f0a2d1ba3c113e6095d586f2e2844,,,,,CACHED_PREFIX,0.03290879772976041,,PLANNER_ONLY_STOP_LATENCY_NOT_MEASURED
