schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,reference_version,analysis_scope,stop_system,wait_definition,defined,total_wait_cost,ineligible_wait_cost,eligible_below_threshold_wait_cost,eligible_crossed_unstopped_cost,missing_reason
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_NO_VLM_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_S2,2,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,BC_S3,3,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,R_BALANCED_P8,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_RULE,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
1,cgtnjyggtm,q24-21,cgtnjyggtm:q24-21,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,REVIEWED_02339eda86d486c3,REVIEWED_AUTONOMOUS_PREFIX,S_BC_CAL,NO_SUSTAINED_SUCCESS,False,,,,,NO_SUSTAINED_SUCCESS
