specimen_key,dataset_id,split,capture_group_id,source_path,source_sha256,clean_sha256,numbered_sha256,signature,status,attempts,reused_from_pilot
74t7kcdgkr:c8-23,74t7kcdgkr,TRAIN,cg_5664e5fd63a64397,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-23.png,a61eebadb40109142b8e617c65758734f821c0cf1e888e95050b0324638260f9,c699054e6b22184ff137aea7760618eb4673b22f2fcd6cdcdc728b529e54a2e2,95612db874ea4f861b1201d0123062cf41aea5a4ab1802151ce994684078b76e,7bc720ad269bbc7ca336d9eea0bc50174068e8dcdcfa48efcb6d4454626c8f92,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-25,74t7kcdgkr,TRAIN,cg_3b33997b939ad827,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-25.png,04bf38f0af77606bb6c58205ba4b04119eea06c06dce5c9d3b08c10c0b4abc28,69c59db79920d73ac0ed0b922a9feb31d435f2873da53b373583c9eb9fc17bfd,a6c436647543ff5f0953f452137396d2d5a8fc79bbe8853c6a2a06781f32785c,642dd7d28d0f2c4ef8bef27c1640dfb7e022f3d537398e921b0b2fb5ce7adbe3,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-26,74t7kcdgkr,TRAIN,cg_7cd21ddf912f3237,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-26.png,9f36e3dfc047806d190e6e32852134770bd2446d32a0b9dcb7dfbca5539f5d75,bc80c77ec049a389c0e87549f94d7dff668395b4b95cd9d0628b674aeb2143cc,fbb4c3c1bdd001b6f1a57fc942916c9c907ff56a7f94b88ec74267002d77acec,b95b8f9d2d36721095cf61818a578779baf8765e62905002d0d6fc60604d8477,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-28,74t7kcdgkr,VALID,cg_a983245f10699099,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-28.png,88c759c306fbcfde44966073f4366b83a49eeb04be63844ac732a71e41647bb2,019c947b7766a5629447a8e156fa96d984fb64be13c06385d7759a36396a90a1,7788b0e243d596cffe7848c5660c166f4cdde905a6c02babdb42961101c3333e,039c9965ff19a80baae193701f588814a414ab3f8ab6267da5e11da10139ad62,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-29,74t7kcdgkr,TRAIN,cg_ff1326048205fdc3,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-29.png,48e14acb8e76fedd11280efebf17eb4f7aa6bc26844b744b333a0d895425e243,29673212ca37944a379b02e9367f07b690348531907308a32eb89ed27501fdbe,fe54986c44490b5a809521a9db5fd6071ea33b501230e8a5677828447261608c,5b50956c1ea976e3c3acd214cbb1f035a354415ae963602afc006c3a09f3a00d,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-3,74t7kcdgkr,VALID,cg_8ffe4fd6a878d7f3,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-3.png,3ddb8fff5dbcb67fad212458e2d60e95c8c26b3d2e143ca4ed782e8419577ebb,9f6020fb390e506b978fed91d9b9ffaee60d8ecbb905ffa082e8415227885e2b,8d5524e910363802eb418f9a258fbc6d21a106470ccf1fe85cefeb03d28ec58f,58ccf78d78b07d8d732af72c4cf1a4d84738d3c6858dd5300ed5199fb15a02ce,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-32,74t7kcdgkr,TRAIN,cg_ba578a95be7f383b,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-32.png,a1d192e4505390bea1cd49410aae84b4ada33f656124ab904f91ec2a7200b60e,b58274a69318533985e674ebf27720304805d0311a48c337dfecab3ad389d89c,8c497685166d5493144c5686e1d5d2d19b79346010c77c1c8835bf2c80a6d37b,18d657f6233824ca17658c2a06762aa23238166ef55bd1605dcea6c34541ffba,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-33,74t7kcdgkr,TRAIN,cg_2508a9d6037ebb4d,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-33.png,823b6f5c9ea96e166fdf39057176eb352ad1eed0e39f2694f1169491abb917af,0dfc78ad52cf8104694887a4fe5db703ca473b6ba34558113e94f280c15fba68,6714a58fa7dcb8533c1d076f42dedca346844f70f41d99e36bd7cbe8efe38862,97daab546baa92fecf44fcc70d374d8e8c24e01653aab23cfc8f48adc6bb8203,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-34,74t7kcdgkr,TRAIN,cg_df8537af42eeb5c9,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-34.png,b56fe29ff98b91801ed5c1455008a9ec40699aa50e66496c4dbac3f199bc7f73,60c55172f6b01edda98e6f63ec22dd5ee3ed15446c2b275f88e6ef23b301227d,535f6ad5c622af94450acd8bb31b9f470e76799c0766d33b108a4c4537efba37,166ec421225a11e0c44f5c32965e9857b0444655d60bdf1bf48dbbf5b06a46c5,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-36,74t7kcdgkr,TRAIN,cg_e40bd92cc201b5b1,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-36.png,ddd582c5d6690b5ee05e92f9fe5af2ad2f875d38f759cb8eea5a431bf77eaa41,9869f6141d96ed9aad8a23af74441c9656aa21a05ee540c2fa11fb47c373c715,30898cfe712f9e57f8794f10dd8eacc9602ffdd504f3e755ab9e655e660e7cea,68520b995b353769bfad875f9722dc22b28969c5a26df220c74587888b3919b3,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-37,74t7kcdgkr,TRAIN,cg_d51f959f9fc3ad64,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-37.png,e00d366abf1e961dcf87b4f9b7a30b6b95b300b74388bad16b3d5e0a9e5bdf91,e6f2f737c5b68c7650aa736f712672d002144a0758cc02b659c4e563893c7565,7ef4e99afb9dc22b304012286613422ec5e00e4be5faff72419314d609c04978,eb1f86d069e83b0365880f3ba060e00519ee48018d6f06c591e4c163725b8088,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-38,74t7kcdgkr,TRAIN,cg_c20c19e9f931f066,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-38.png,cbe87ecd7e78a2b930e028eac75cf23e70299a88d630c44d867ea836a1df366b,7a76ae2f33b8c595a81adfffac2a1681691a71b11d18119a7e55e9729ffa6670,d289cd34d5c6907d1ec4110568862c4807a020bfa6de7b46508fafd9d0cb39e1,d4db2d6a7be521a1ed367614ed87752c253430d036587ca10feee06f6fe6ed15,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-39,74t7kcdgkr,VALID,cg_ff43edde8af2ccdb,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-39.png,10b9fe62ebd5840c5a592b4f2fb96692ad6d80e90f51c3d47acfe5ece07f2200,4b68f9ba0327645505a3a68c7b0d40dcc976902141d0422bc2a1fca483c36419,e00082709ac8576b0b826d14df33685a4458b21d8bfbee99202fc5be2a5c8e26,6e08b519f447fdd9f4379771b78f4cb07b6d723ad6a7e5e7b96fac0aa3e6b3c2,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-40,74t7kcdgkr,TRAIN,cg_c8f844619a69041e,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-40.png,8b16881f313d080d9fad5df285e71615f7d959ad158262c64b8e84692689eec6,64f8553904a4154cbe2a5c83415ce981a93e3e6f4e134c53619718c90266f8da,875d3fcb3e2d9457460253994611d257856182a42252c967fa8d5bb658a6f49c,60d72eaca47febf23d103321acecc99c8515875dd0ca6d13a7f61e975e7a93c5,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-41,74t7kcdgkr,TRAIN,cg_ee56faa339a830f2,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-41.png,8ddc47d37fcec3ae63e237fbb7bbe9646522a0295a968958fb3003f2d207cb4f,75bc83d25753287a533a613e326fd82817ada56622bf42f840bc8ed17a1b8cf6,7acbc48b75e74325be08ce45603995caa1b3143511685df180e0a4f7660fe566,0b07871d44c0ff0bd8fc358be3eafcbeaea6ac2ef4febdc0729de521879879b8,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-42,74t7kcdgkr,TRAIN,cg_f3946cf7fb331808,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-42.png,e347ffb6de8a6cdb77194ed826d809cae9a67d9354eacd801e127e27d506da06,3f27a27e761bde7e15d7e003575ce2ed233064d02481410d345cfd3c63f2350d,f38c5eab7345544ce12688b059e64ca2f473627819d2b31d8e6ad93ba8ef200b,1fecd445e1a2e711ffcdccab5ccb2a26f99cf3225029f702c603df9e8b8bcf60,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-43,74t7kcdgkr,VALID,cg_a37dc8a00cc334eb,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-43.png,de357818c7ff1e55535daa270e23a813b71856db386aff0177481877ac3954f6,30f68d46b422c17b31b69aae284b2a747540c4dcef012c719c6ffdcac39dd0fd,e75c72a99ccafdab6b8e7f29a552342638ceaec924a670ffe96f51a8c4cd58cb,d1c96c856ad31673495747ed137bf7f548f137354f6fcdf7f2447e7411010031,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-5,74t7kcdgkr,TRAIN,cg_248d232f49968f87,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-5.png,b8f9a8588f11cc4ac4aa30103c458ba872d04f4a945161206450534968c15bd4,fbed9fcb3b947d0f476e1eea0f2a9798334808ddb6e519784e76cdda84b252b1,e4c4dd4a9b823e9a4f40f7aa5739d252581dc5562b56d88affdffbdf29c8c6a1,36e10bf63d63493583043f2334581df33588471e9c1c1d3c7db80feb8dab0b5a,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-6,74t7kcdgkr,TRAIN,cg_248d232f49968f87,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-6.png,a2d5119c1f2e9593318c35f1b65f7091f8dc48f2d9421bc2ed0033bf13eef025,eb206f00c380bdf5d0f4aa0c815a182d30603bbbe6f905395ecee1c01e37268f,a19f47f05737d973b2f39e405b96be9be24fae51a3e05ad80d8e1a8b91b22ccb,da75e44b6d6c729d4137a703dc8b4cb0fa8d9a6db9a35cda807fa95ce34ba12b,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-6t,74t7kcdgkr,TRAIN,cg_c57502d3d6e71642,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-6t.png,4c531a8d3c33e8cb668f779c975753a699d433e760201dd9b35f09da601cc9cc,f4e08f634a509f3c790d7cbe57f6eb3b60720f5d2aa5c04be312854ad1fc8bae,7a88c334a044edc6d13efc6262213522c6018d1c2a9abf0b1194abc32111d4a6,438a0dc547c5c993d59c0140abd65e9730ada3ea4e6078c951856c519dd7424c,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-7,74t7kcdgkr,TRAIN,cg_dddfa79b65fe4ec3,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-7.png,0c9a49292bab78fb9f4d26c8950d464d289705fe053baf5280371dd8c811e85d,af971449aaeccec11dcc600080a773a15dcb358c7502b384a962c7c65380448c,ca423f3511c30b2de8128e8adb5bdeb254e6cd44813d79e0d2b1fce7588bd5b9,91df70ab2e81b0ac5ac3dc82c04b8877d3fd0360b9c9d42527ced0fe2391a076,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-8t,74t7kcdgkr,TRAIN,cg_d4f3118bb7e2d7ed,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-8t.png,47e954202acbcb218b708527073ed58754a255f35ea468285ae9594635378883,dfe80c1999f4fd0d0da8830c6167898828784acabf71e040c1107e700dc13e74,4727ebbf5229ec70c22807914816c9ab433697c6890dad47866dec839173bdeb,51a4faee2fcf0bae0762ed0a84e22eaf56ff41477da6a8f419268f0f34779c53,VALID_FIRST_PASS,1,False
74t7kcdgkr:c8-9t,74t7kcdgkr,TRAIN,cg_cdb4a4408962ed94,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-9t.png,4a9fdaef1fcff524d1a20b72110e209c00b7006406662cf2d2b3e9ee87581284,0a3a2a8d8cbf83e006d842197c99b42bade2af41d6d212e64b8a8d9133b655fc,d822704c8e6616a9703dcdc1adb8420a0b16fd7303225cf795786f72b9c6815d,5cb58ca30327efa68c50e3829f2a0ef142f347fe70e189ee174552ce475dc4e1,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-1,cgtnjyggtm,TRAIN,cg_a9c69cfd0b94636f,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-1.png,a433e3b68499a37b6a5d9fbe4a32fe55cfbaf1515893d60d4312879b23672676,e00ed8ac9c307dfd4a2245668ffca0e72ceb3ded5fc1f26915b8ee3e97b21d50,f485007be064af21c0aacdb05b0cf4a723c83f41a26b1e9d190e335b8774f445,fe5707033d54cb352db05bc168747fa31cef803948e17d83c5bba0adbb02ead6,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-10,cgtnjyggtm,TRAIN,cg_c7bb1ae164d80b87,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-10.png,76d0d58ac073c197ff418aa1366caf731a1d06bbea4d482393de442280b3fde1,68e32269d43d4dc114cdf63ec494c50d18e795a9df1bb3e00720147ab00dfccd,cced9fb55ec6d3bb3c05476aa3327ee94b4303b9aefe51e8c13a49820c565cda,826d2eaf188e92e353fbfb3aa45b72111f02d989f31072f4cedde6b152b548a6,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-11,cgtnjyggtm,VALID,cg_02fd3fc8caefe377,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-11.png,d5a0acbcd698a0c962e91ccf960ae01d5061a99482a1c2578e56c31f76efa21f,1eb16497b9c3dbf4b2dc57ede7838971450c40629e973d8f053322686f102d2f,0b51fc6be110c017905d275d0e4c77af7a67652454c618c439546004721743f7,a06f579b3352f1bae784977811f4ef319d2215d04f25aa0824240eafc59f571d,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-13,cgtnjyggtm,TRAIN,cg_3c15c48ecc575afe,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-13.png,a22fbe228686892471d2bc2c77cdf1f3137437d78facf28edbb97a724ae3386e,f17ba49d27f7a1590752e364c229056fb7aa8699635ddfcae1b77bb2e178d0ac,a631bfcee787f499406b3f688c2904582510962b8fc2ede0d1ef42050fef1d8c,907dcc4e8eb0aa786e33d20f6f648d68a2fd03da7540913369ec92fe8fca062b,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-14,cgtnjyggtm,TRAIN,cg_c31d4e997c2197f8,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-14.png,03dff5972c5cf0238fd751b56bd78b3bc09f0f4e13cd10dbb66db4cc16514248,526cbe0bfb5b32ab48e6687f8b4fbb5b72bf89b06380db3dae01f2eb275c98be,003b2848bbbd0be3ffdd76d37a71ec379dd29ec4cfa7a1944b985ad0697ef702,0f9ebc138d23c1373f02f3a27b190538714084759a2528323c76cc7db81fe6e7,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-18,cgtnjyggtm,TRAIN,cg_3b02cbdaed332c2a,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-18.png,51226c7953af1df9300b50902754d06b12efd72b028ad98b5b134ade21d31a84,c5a284b3ab6f961112f8fc3095950639e417fe185f074026f234c93393275d63,ae35918d8b1749a79b2c5efd07cc56e4a7d4a83d1b006c2a01d4b1391fd8dec5,d60471664c76f0a8a3c3a57d514fa0e1305d5f9cf8304887cc1042e579871e71,VALID_AFTER_REPAIR,2,False
cgtnjyggtm:q24-19,cgtnjyggtm,TRAIN,cg_c43cb6d57d3853d5,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-19.png,ce750da878792f74a15df612545c3946b95017a01e0eccdf598b5dc85c6b4d0e,87ce26a86b995e21a761a5d21a31345aa7e82a2a8db6c4ffdd9534f5a90229f9,20a8bbbc360e5f45ba1867775bc12b37d3d41e76b81d6c96b79cac91c04e72d8,8e4021cf59579764f3a7abe12d08ea973a91c819b23b2e9a59c5b8834e1db05d,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-2,cgtnjyggtm,TRAIN,cg_6a8e1757d1cd64cd,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-2.png,5899c8c22aa7101c345457b3c1872f16e14eb112b667bf1949902665f2849365,ecffa0b9292943ee1f8bc94c63c40dec3972ceac8d874578505ff221af09ebb0,9d42666c60e44cf88e1343bcb2265508cd64fc2f0af0317d9d0f8fc02ce82517,1615150e32598486ca653d1ef1309393a355e1bcb7e0ed8e0f84b3eb30fea345,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-20,cgtnjyggtm,TRAIN,cg_4781c370ac35071e,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-20.png,fbf8f8cd97674c0749384323a43dffa5f0e5a120fe651a80f1885258bf307b53,4099b4790ecc873b67889ccaace38d5bd10c18ef975e2f42db94b36a8394c901,806aae3a6f08349aa74e320e193b3107b9f6d2214d1e08b7b36b81e7b1d1d5ee,a258a4c7253bffb62fe3e35e18f779cb70fdd6b6e1bcf41c88e640dc06ed6a83,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-22,cgtnjyggtm,VALID,cg_54890e18ff2b2669,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-22.png,f9b68fa0afaccc50af654d8209a5ffd8653bc2b1de801ba95edc060f86433496,b005faa95f79d44dcac701b9ec8586c8b4c67af792bac0005e77166e98b19669,a2a8f02b02970172f8560392fc150cd72ce67d0e9fdb58c2e04399356df04ed1,b7776792e0c3111258298c277b4c5af02ea4fe960a04fd6d2dbe9aed77aaed18,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-24,cgtnjyggtm,VALID,cg_39bf4ddc679c9a42,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-24.png,0350ff1303042b0161a6fc964a7d97698100d310f6deb9b391f6fe0d34fb9191,a64f34747d1c3026bc4f316c159dd403524d27315fe5a5359cea85e84cef13fd,b2a395b5b0abfda63fb144243a9499ae3b1a9512ee0670d73794a5c937276a55,7bc6674a213435a2cdc73f852d1843ffe17b46fa7a2e1ea5bc17d20783926799,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-25,cgtnjyggtm,TRAIN,cg_241a1cf0a8e43b49,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-25.png,27c94f8ef0c925784ca7fa296135c927dad9d539bdc20288780ec9cca2a84329,d95b7a1270e57f627aae6763b21315c054a7dfd3836014f2f1630b1a64b280c9,a3cd38839f431fd713f6dfe410f0f774b3c22c23f81c050d6e0c0913fc334f1f,841c12bb5293e93af600267c79e584d49c1786f98194ca57ce79fb3a60d6a679,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-26,cgtnjyggtm,TRAIN,cg_225d073ef5169f15,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-26.png,c8ccd838695d6661b86cdee8f44440b3b07c5f4011a2d9549e1a5a26428d298c,6e310990b86c619affb8fcfbb40c754cf928d47aeafa332bbf311984c0c7ca0f,aa2f760184adcd18bc492265b5848e1192ab59429ec698471fe18d61388d6c76,90f95f6044b47708543cc686d3f7555402747c206f034813ddbc7664460b568a,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-27,cgtnjyggtm,TRAIN,cg_faa7a17d46bbd1ca,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-27.png,ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12,02efaa0839aef81e0a0418f15c0493feaef38fb73fea77babb85de3aea90b96d,07120109e78c9549b38fbc8d22cfcd97b1500e8b3915781c4e7c4a6e59615aea,af82e52bbc4280afd6cee1611dbe95e31d97baee785bcb999bd3e9a9ce4959f7,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-28,cgtnjyggtm,TRAIN,cg_a2239c04e156c8f3,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-28.png,87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1,e570cc8a8edaa4b96913aeb028cc20de969bea77a1600623e2a5803ddd577b99,af9c0232ad6fa051ad0d02cec5854fcb84d75d2035fa782008ef844976c9d0a2,6c061e3c38e2792fd5457378f3a3c141e890f549521633d7fe27cb746d30d02a,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-29,cgtnjyggtm,TRAIN,cg_31448f2fd1bc6ab6,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-29.png,bba0c3631692d5eaab633b0f19ac0584534548649b6926f652758e6f05c3e855,7d5d9c3a40109e5161fb638656cf4047c18d8beb35362ee51c1278d3027048ae,9e52f69a774d67cf2090e630e181715cc68608340caa9095ad7a77abcac9eb47,29c34eba7f711b511c217f061c82be24ceaf679f63bbd54d420d2456f2d7539c,VALID_FIRST_PASS,1,False
cgtnjyggtm:q24-30,cgtnjyggtm,VALID,cg_d3f7feef05d5a66a,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-30.png,081f9de52a4be0add35cff8d04307ec52b2efc68b658bd639e2846ec317b1231,06eec968ac1e246a640c8d1a7864097ee7f3420256194562b8bce782b0f87fc9,d475f5de12d25ec5fd196bc5d80b530a0115be728e8311d6987dc02277829b4e,b923585c92b284d6c0aae61e5312478a04fcb6131c88975cca698610863ac815,VALID_FIRST_PASS,1,False
