outer_dataset_id,split,specimen_id,fit_domains,query_domains,source_sha256
74t7kcdgkr,test,c8-13,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-14,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-15,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-16,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-17,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-18,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-19,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-20,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-21,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-22,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-23,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-24,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-25,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-26,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-27,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-28,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-29,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-30,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-32,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-33,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-34,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-35,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-36,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-37,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-38,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-39,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-40,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-41,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-42,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,test,c8-43,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-1,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-2,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-3,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-4,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-5,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-6,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-7,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-8,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-9,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-10,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-11,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-12,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-13,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-14,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-15,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-16,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-18,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-19,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-20,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-21,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-22,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-23,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-24,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-25,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-26,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-27,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-28,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-29,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-30,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-31,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-32,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-33,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-34,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-35,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-36,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-37,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-38,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-39,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-40,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-41,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-42,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-43,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-44,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-45,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-46,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-47,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-48,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-49,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q24-50,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q16-1,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q16-2,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q16-3,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q16-4,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q16-5,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
74t7kcdgkr,fit,q16-6,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]","[""74t7kcdgkr""]",f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f
