analysis,subject,metric,replicate,value
oracle_utility,huber,mechanical_headroom_over_reconstruction,41,0.014234476055372
oracle_utility,huber,mechanical_headroom_over_reconstruction,42,0.014269558724589
oracle_utility,huber,mechanical_headroom_over_reconstruction,43,0.015285534276816
oracle_utility,huber,mechanical_headroom_over_reconstruction,44,0.014683095958143
oracle_utility,huber,mechanical_headroom_over_reconstruction,45,0.013651449169962
oracle_utility,huber,mechanical_headroom_over_reconstruction,46,0.01520284350626
oracle_utility,huber,mechanical_headroom_over_reconstruction,47,0.016449433920718
oracle_utility,huber,mechanical_headroom_over_reconstruction,48,0.012344679433052
oracle_utility,huber,mechanical_headroom_over_reconstruction,49,0.013349231709976
oracle_utility,huber,mechanical_headroom_over_reconstruction,50,0.014260689695936
oracle_utility,huber,mechanical_headroom_over_reconstruction,51,0.015280220951474
oracle_utility,huber,mechanical_headroom_over_reconstruction,52,0.015243843144626
oracle_utility,huber,mechanical_headroom_over_reconstruction,53,0.015464915748209
oracle_utility,huber,mechanical_headroom_over_reconstruction,54,0.015551786663759
oracle_utility,huber,mechanical_headroom_over_reconstruction,55,0.013300627011566
oracle_utility,huber,mechanical_headroom_over_reconstruction,56,0.015924844932758
oracle_utility,huber,mechanical_headroom_over_reconstruction,57,0.014863898600928
oracle_utility,huber,mechanical_headroom_over_reconstruction,58,0.013731341643829
oracle_utility,huber,mechanical_headroom_over_reconstruction,59,0.014493033494137
oracle_utility,huber,mechanical_headroom_over_reconstruction,60,0.015329326816933
oracle_utility,huber,mechanical_headroom_over_reconstruction,61,0.014523376212616
oracle_utility,huber,mechanical_headroom_over_reconstruction,62,0.012948495428115
oracle_utility,huber,mechanical_headroom_over_reconstruction,63,0.014709749836227
oracle_utility,huber,mechanical_headroom_over_reconstruction,64,0.015196753977301
oracle_utility,huber,mechanical_headroom_over_reconstruction,65,0.014617274534357
oracle_utility,huber,mechanical_headroom_over_reconstruction,66,0.014626586149046
oracle_utility,huber,mechanical_headroom_over_reconstruction,67,0.012751431166542
oracle_utility,huber,mechanical_headroom_over_reconstruction,68,0.013608564497248
oracle_utility,huber,mechanical_headroom_over_reconstruction,69,0.01432960393074
oracle_utility,huber,mechanical_headroom_over_reconstruction,70,0.01466170818381
oracle_utility,huber,mechanical_headroom_over_reconstruction,71,0.016356083843747
oracle_utility,huber,mechanical_headroom_over_reconstruction,72,0.013740423806769
oracle_utility,huber,mechanical_headroom_over_reconstruction,73,0.014399118981921
oracle_utility,huber,mechanical_headroom_over_reconstruction,74,0.015386296931442
oracle_utility,huber,mechanical_headroom_over_reconstruction,75,0.014279803970886
oracle_utility,huber,mechanical_headroom_over_reconstruction,76,0.015995277920977
oracle_utility,huber,mechanical_headroom_over_reconstruction,77,0.015498244420305
oracle_utility,huber,mechanical_headroom_over_reconstruction,78,0.014358889401652
oracle_utility,huber,mechanical_headroom_over_reconstruction,79,0.014443406693088
oracle_utility,huber,mechanical_headroom_over_reconstruction,80,0.015571310368119
oracle_utility,huber,mechanical_headroom_over_reconstruction,81,0.014866751284135
oracle_utility,huber,mechanical_headroom_over_reconstruction,82,0.014423821229092
oracle_utility,huber,mechanical_headroom_over_reconstruction,83,0.0126386472715
oracle_utility,huber,mechanical_headroom_over_reconstruction,84,0.013457274703104
oracle_utility,huber,mechanical_headroom_over_reconstruction,85,0.014287733077887
oracle_utility,huber,mechanical_headroom_over_reconstruction,86,0.013920146239696
oracle_utility,huber,mechanical_headroom_over_reconstruction,87,0.013503669473057
oracle_utility,huber,mechanical_headroom_over_reconstruction,88,0.015040352694106
oracle_utility,huber,mechanical_headroom_over_reconstruction,89,0.014320638232691
oracle_utility,huber,mechanical_headroom_over_reconstruction,90,0.014909791067492
oracle_utility,huber,mechanical_headroom_over_reconstruction,91,0.013885752910166
oracle_utility,huber,mechanical_headroom_over_reconstruction,92,0.014601351391206
oracle_utility,huber,mechanical_headroom_over_reconstruction,93,0.012912897826584
oracle_utility,huber,mechanical_headroom_over_reconstruction,94,0.013492241381291
oracle_utility,huber,mechanical_headroom_over_reconstruction,95,0.016107984510693
oracle_utility,huber,mechanical_headroom_over_reconstruction,96,0.015870793982612
oracle_utility,huber,mechanical_headroom_over_reconstruction,97,0.013975305784001
oracle_utility,huber,mechanical_headroom_over_reconstruction,98,0.013972594790069
oracle_utility,huber,mechanical_headroom_over_reconstruction,99,0.013757464353582
oracle_utility,huber,mechanical_headroom_over_reconstruction,100,0.013501588621381
oracle_utility,huber,mechanical_headroom_over_reconstruction,101,0.015930740954111
oracle_utility,huber,mechanical_headroom_over_reconstruction,102,0.013903066656265
oracle_utility,huber,mechanical_headroom_over_reconstruction,103,0.01527950637013
oracle_utility,huber,mechanical_headroom_over_reconstruction,104,0.014749565723852
oracle_utility,huber,mechanical_headroom_over_reconstruction,105,0.01375417746359
oracle_utility,huber,mechanical_headroom_over_reconstruction,106,0.014040503038738
oracle_utility,huber,mechanical_headroom_over_reconstruction,107,0.014895260172486
oracle_utility,huber,mechanical_headroom_over_reconstruction,108,0.014550538786592
oracle_utility,huber,mechanical_headroom_over_reconstruction,109,0.016361364511596
oracle_utility,huber,mechanical_headroom_over_reconstruction,110,0.015428044637797
oracle_utility,huber,mechanical_headroom_over_reconstruction,111,0.016888450702135
oracle_utility,huber,mechanical_headroom_over_reconstruction,112,0.015394485981746
oracle_utility,huber,mechanical_headroom_over_reconstruction,113,0.01334669105016
oracle_utility,huber,mechanical_headroom_over_reconstruction,114,0.013862427298089
oracle_utility,huber,mechanical_headroom_over_reconstruction,115,0.013320608332176
oracle_utility,huber,mechanical_headroom_over_reconstruction,116,0.015760166426991
oracle_utility,huber,mechanical_headroom_over_reconstruction,117,0.014500503486673
oracle_utility,huber,mechanical_headroom_over_reconstruction,118,0.014927696971771
oracle_utility,huber,mechanical_headroom_over_reconstruction,119,0.01598606052735
oracle_utility,huber,mechanical_headroom_over_reconstruction,120,0.014830759115436
oracle_utility,huber,mechanical_headroom_over_reconstruction,121,0.013346623332003
oracle_utility,huber,mechanical_headroom_over_reconstruction,122,0.014426716117663
oracle_utility,huber,mechanical_headroom_over_reconstruction,123,0.015011086056578
oracle_utility,huber,mechanical_headroom_over_reconstruction,124,0.014716714643649
oracle_utility,huber,mechanical_headroom_over_reconstruction,125,0.014548837354707
oracle_utility,huber,mechanical_headroom_over_reconstruction,126,0.01407446788331
oracle_utility,huber,mechanical_headroom_over_reconstruction,127,0.0161218846476
oracle_utility,huber,mechanical_headroom_over_reconstruction,128,0.014220937493304
oracle_utility,huber,mechanical_headroom_over_reconstruction,129,0.013210067427103
oracle_utility,huber,mechanical_headroom_over_reconstruction,130,0.013585546236885
oracle_utility,huber,mechanical_headroom_over_reconstruction,131,0.01460646124594
oracle_utility,huber,mechanical_headroom_over_reconstruction,132,0.015505459340929
oracle_utility,huber,mechanical_headroom_over_reconstruction,133,0.013957898281904
oracle_utility,huber,mechanical_headroom_over_reconstruction,134,0.014081550054128
oracle_utility,huber,mechanical_headroom_over_reconstruction,135,0.013726471340788
oracle_utility,huber,mechanical_headroom_over_reconstruction,136,0.013333014093988
oracle_utility,huber,mechanical_headroom_over_reconstruction,137,0.014637801776031
oracle_utility,huber,mechanical_headroom_over_reconstruction,138,0.017463786702066
oracle_utility,huber,mechanical_headroom_over_reconstruction,139,0.017018013072095
oracle_utility,huber,mechanical_headroom_over_reconstruction,140,0.013926125071324
oracle_utility,huber,mechanical_headroom_over_reconstruction,141,0.013102124995757
oracle_utility,huber,mechanical_headroom_over_reconstruction,142,0.013582197400046
oracle_utility,huber,mechanical_headroom_over_reconstruction,143,0.012844286815457
oracle_utility,huber,mechanical_headroom_over_reconstruction,144,0.014133260318988
oracle_utility,huber,mechanical_headroom_over_reconstruction,145,0.011348184592701
oracle_utility,huber,mechanical_headroom_over_reconstruction,146,0.013399235171828
oracle_utility,huber,mechanical_headroom_over_reconstruction,147,0.016247209016035
oracle_utility,huber,mechanical_headroom_over_reconstruction,148,0.014811964190575
oracle_utility,huber,mechanical_headroom_over_reconstruction,149,0.013608588884984
oracle_utility,huber,mechanical_headroom_over_reconstruction,150,0.013610465246558
oracle_utility,huber,mechanical_headroom_over_reconstruction,151,0.016370782479918
oracle_utility,huber,mechanical_headroom_over_reconstruction,152,0.013667161225467
oracle_utility,huber,mechanical_headroom_over_reconstruction,153,0.015731390548982
oracle_utility,huber,mechanical_headroom_over_reconstruction,154,0.015748944273061
oracle_utility,huber,mechanical_headroom_over_reconstruction,155,0.014561194629858
oracle_utility,huber,mechanical_headroom_over_reconstruction,156,0.013493808271072
oracle_utility,huber,mechanical_headroom_over_reconstruction,157,0.013240282040078
oracle_utility,huber,mechanical_headroom_over_reconstruction,158,0.015268870210931
oracle_utility,huber,mechanical_headroom_over_reconstruction,159,0.014545115277623
oracle_utility,huber,mechanical_headroom_over_reconstruction,160,0.015019560868381
oracle_utility,huber,mechanical_headroom_over_reconstruction,161,0.016777535209535
oracle_utility,huber,mechanical_headroom_over_reconstruction,162,0.01457464402561
oracle_utility,huber,mechanical_headroom_over_reconstruction,163,0.015122116351027
oracle_utility,huber,mechanical_headroom_over_reconstruction,164,0.01585419163904
oracle_utility,huber,mechanical_headroom_over_reconstruction,165,0.014134046325494
oracle_utility,huber,mechanical_headroom_over_reconstruction,166,0.012962415544356
oracle_utility,huber,mechanical_headroom_over_reconstruction,167,0.014576638487492
oracle_utility,huber,mechanical_headroom_over_reconstruction,168,0.015934881767484
oracle_utility,huber,mechanical_headroom_over_reconstruction,169,0.012835940511711
oracle_utility,huber,mechanical_headroom_over_reconstruction,170,0.012885698803031
oracle_utility,huber,mechanical_headroom_over_reconstruction,171,0.015603815250145
oracle_utility,huber,mechanical_headroom_over_reconstruction,172,0.015223944340147
oracle_utility,huber,mechanical_headroom_over_reconstruction,173,0.014696480271475
oracle_utility,huber,mechanical_headroom_over_reconstruction,174,0.013409674538382
oracle_utility,huber,mechanical_headroom_over_reconstruction,175,0.013767644496349
oracle_utility,huber,mechanical_headroom_over_reconstruction,176,0.013778009041465
oracle_utility,huber,mechanical_headroom_over_reconstruction,177,0.013845613884744
oracle_utility,huber,mechanical_headroom_over_reconstruction,178,0.012360316670411
oracle_utility,huber,mechanical_headroom_over_reconstruction,179,0.015199095938436
oracle_utility,huber,mechanical_headroom_over_reconstruction,180,0.012927988195607
oracle_utility,huber,mechanical_headroom_over_reconstruction,181,0.012428654993597
oracle_utility,huber,mechanical_headroom_over_reconstruction,182,0.013725930889609
oracle_utility,huber,mechanical_headroom_over_reconstruction,183,0.011919076730008
oracle_utility,huber,mechanical_headroom_over_reconstruction,184,0.013343569942896
oracle_utility,huber,mechanical_headroom_over_reconstruction,185,0.014678442936621
oracle_utility,huber,mechanical_headroom_over_reconstruction,186,0.014567887590906
oracle_utility,huber,mechanical_headroom_over_reconstruction,187,0.014989384677273
oracle_utility,huber,mechanical_headroom_over_reconstruction,188,0.013914038211604
oracle_utility,huber,mechanical_headroom_over_reconstruction,189,0.013525088019118
oracle_utility,huber,mechanical_headroom_over_reconstruction,190,0.014322351770451
oracle_utility,huber,mechanical_headroom_over_reconstruction,191,0.014178687938443
oracle_utility,huber,mechanical_headroom_over_reconstruction,192,0.015814774155338
oracle_utility,huber,mechanical_headroom_over_reconstruction,193,0.014364606050984
oracle_utility,huber,mechanical_headroom_over_reconstruction,194,0.014747226456988
oracle_utility,huber,mechanical_headroom_over_reconstruction,195,0.012614529854258
oracle_utility,huber,mechanical_headroom_over_reconstruction,196,0.01415458651766
oracle_utility,huber,mechanical_headroom_over_reconstruction,197,0.013329882874984
oracle_utility,huber,mechanical_headroom_over_reconstruction,198,0.014746410373452
oracle_utility,huber,mechanical_headroom_over_reconstruction,199,0.014991586404432
oracle_utility,huber,mechanical_headroom_over_reconstruction,200,0.014654718331619
oracle_utility,huber,mechanical_headroom_over_reconstruction,201,0.013481621664683
oracle_utility,huber,mechanical_headroom_over_reconstruction,202,0.015601718183167
oracle_utility,huber,mechanical_headroom_over_reconstruction,203,0.012411642894582
oracle_utility,huber,mechanical_headroom_over_reconstruction,204,0.013707132724923
oracle_utility,huber,mechanical_headroom_over_reconstruction,205,0.014003877894194
oracle_utility,huber,mechanical_headroom_over_reconstruction,206,0.016475635367555
oracle_utility,huber,mechanical_headroom_over_reconstruction,207,0.014694318860545
oracle_utility,huber,mechanical_headroom_over_reconstruction,208,0.013525415337991
oracle_utility,huber,mechanical_headroom_over_reconstruction,209,0.013768342637328
oracle_utility,huber,mechanical_headroom_over_reconstruction,210,0.014886788915158
oracle_utility,huber,mechanical_headroom_over_reconstruction,211,0.014944100692079
oracle_utility,huber,mechanical_headroom_over_reconstruction,212,0.014592203168171
oracle_utility,huber,mechanical_headroom_over_reconstruction,213,0.013978510359461
oracle_utility,huber,mechanical_headroom_over_reconstruction,214,0.015106314097536
oracle_utility,huber,mechanical_headroom_over_reconstruction,215,0.013547143668707
oracle_utility,huber,mechanical_headroom_over_reconstruction,216,0.016063434227781
oracle_utility,huber,mechanical_headroom_over_reconstruction,217,0.013754953941694
oracle_utility,huber,mechanical_headroom_over_reconstruction,218,0.013843853209805
oracle_utility,huber,mechanical_headroom_over_reconstruction,219,0.015460812363439
oracle_utility,huber,mechanical_headroom_over_reconstruction,220,0.014019034075132
oracle_utility,huber,mechanical_headroom_over_reconstruction,221,0.013521621398553
oracle_utility,huber,mechanical_headroom_over_reconstruction,222,0.012951523185154
oracle_utility,huber,mechanical_headroom_over_reconstruction,223,0.013271437413551
oracle_utility,huber,mechanical_headroom_over_reconstruction,224,0.015260469711675
oracle_utility,huber,mechanical_headroom_over_reconstruction,225,0.013513954320866
oracle_utility,huber,mechanical_headroom_over_reconstruction,226,0.013374289318575
oracle_utility,huber,mechanical_headroom_over_reconstruction,227,0.014067757419698
oracle_utility,huber,mechanical_headroom_over_reconstruction,228,0.016840774533707
oracle_utility,huber,mechanical_headroom_over_reconstruction,229,0.015908718747396
oracle_utility,huber,mechanical_headroom_over_reconstruction,230,0.014915653097883
oracle_utility,huber,mechanical_headroom_over_reconstruction,231,0.012524780237901
oracle_utility,huber,mechanical_headroom_over_reconstruction,232,0.016041860085321
oracle_utility,huber,mechanical_headroom_over_reconstruction,233,0.015303075850604
oracle_utility,huber,mechanical_headroom_over_reconstruction,234,0.013076473150792
oracle_utility,huber,mechanical_headroom_over_reconstruction,235,0.014444360033171
oracle_utility,huber,mechanical_headroom_over_reconstruction,236,0.01364601005889
oracle_utility,huber,mechanical_headroom_over_reconstruction,237,0.014418243238423
oracle_utility,huber,mechanical_headroom_over_reconstruction,238,0.01247364740185
oracle_utility,huber,mechanical_headroom_over_reconstruction,239,0.01439146334709
oracle_utility,huber,mechanical_headroom_over_reconstruction,240,0.014930372885275
oracle_utility,huber,mechanical_headroom_over_reconstruction,241,0.013205350398614
oracle_utility,huber,mechanical_headroom_over_reconstruction,242,0.013555320650772
oracle_utility,huber,mechanical_headroom_over_reconstruction,243,0.016362947466059
oracle_utility,huber,mechanical_headroom_over_reconstruction,244,0.012500305730274
oracle_utility,huber,mechanical_headroom_over_reconstruction,245,0.013634694145973
oracle_utility,huber,mechanical_headroom_over_reconstruction,246,0.014354450322775
oracle_utility,huber,mechanical_headroom_over_reconstruction,247,0.014488547458742
oracle_utility,huber,mechanical_headroom_over_reconstruction,248,0.014042462378307
oracle_utility,huber,mechanical_headroom_over_reconstruction,249,0.015147253519264
oracle_utility,huber,mechanical_headroom_over_reconstruction,250,0.015508299487976
oracle_utility,huber,mechanical_headroom_over_reconstruction,251,0.012316321375379
oracle_utility,huber,mechanical_headroom_over_reconstruction,252,0.014666038456254
oracle_utility,huber,mechanical_headroom_over_reconstruction,253,0.015144284731357
oracle_utility,huber,mechanical_headroom_over_reconstruction,254,0.014241280207013
oracle_utility,huber,mechanical_headroom_over_reconstruction,255,0.014783371802548
oracle_utility,huber,mechanical_headroom_over_reconstruction,256,0.014251918825565
oracle_utility,huber,mechanical_headroom_over_reconstruction,257,0.013511058970494
oracle_utility,huber,mechanical_headroom_over_reconstruction,258,0.014256807813069
oracle_utility,huber,mechanical_headroom_over_reconstruction,259,0.014709711743757
oracle_utility,huber,mechanical_headroom_over_reconstruction,260,0.013647235014526
oracle_utility,huber,mechanical_headroom_over_reconstruction,261,0.012611353473924
oracle_utility,huber,mechanical_headroom_over_reconstruction,262,0.014629779432113
oracle_utility,huber,mechanical_headroom_over_reconstruction,263,0.013737318254539
oracle_utility,huber,mechanical_headroom_over_reconstruction,264,0.014940476475824
oracle_utility,huber,mechanical_headroom_over_reconstruction,265,0.01578868918535
oracle_utility,huber,mechanical_headroom_over_reconstruction,266,0.014336435419587
oracle_utility,huber,mechanical_headroom_over_reconstruction,267,0.015222916056768
oracle_utility,huber,mechanical_headroom_over_reconstruction,268,0.014802408667997
oracle_utility,huber,mechanical_headroom_over_reconstruction,269,0.016516397041099
oracle_utility,huber,mechanical_headroom_over_reconstruction,270,0.014272074243867
oracle_utility,huber,mechanical_headroom_over_reconstruction,271,0.014041522110997
oracle_utility,huber,mechanical_headroom_over_reconstruction,272,0.014495379262821
oracle_utility,huber,mechanical_headroom_over_reconstruction,273,0.013183147659179
oracle_utility,huber,mechanical_headroom_over_reconstruction,274,0.014730311280288
oracle_utility,huber,mechanical_headroom_over_reconstruction,275,0.015086327503382
oracle_utility,huber,mechanical_headroom_over_reconstruction,276,0.016287659284062
oracle_utility,huber,mechanical_headroom_over_reconstruction,277,0.015185056004726
oracle_utility,huber,mechanical_headroom_over_reconstruction,278,0.013676350725864
oracle_utility,huber,mechanical_headroom_over_reconstruction,279,0.01406026928706
oracle_utility,huber,mechanical_headroom_over_reconstruction,280,0.013677275079359
oracle_utility,huber,mechanical_headroom_over_reconstruction,281,0.015589712900894
oracle_utility,huber,mechanical_headroom_over_reconstruction,282,0.015408061596693
oracle_utility,huber,mechanical_headroom_over_reconstruction,283,0.013347011034122
oracle_utility,huber,mechanical_headroom_over_reconstruction,284,0.013208921228876
oracle_utility,huber,mechanical_headroom_over_reconstruction,285,0.0129429465127
oracle_utility,huber,mechanical_headroom_over_reconstruction,286,0.013114160282099
oracle_utility,huber,mechanical_headroom_over_reconstruction,287,0.013472478928501
oracle_utility,huber,mechanical_headroom_over_reconstruction,288,0.015857502699441
oracle_utility,huber,mechanical_headroom_over_reconstruction,289,0.013655785209264
oracle_utility,huber,mechanical_headroom_over_reconstruction,290,0.015284521648585
oracle_utility,huber,mechanical_headroom_over_reconstruction,291,0.014489588328769
oracle_utility,huber,mechanical_headroom_over_reconstruction,292,0.013602250781908
oracle_utility,huber,mechanical_headroom_over_reconstruction,293,0.01402387491746
oracle_utility,huber,mechanical_headroom_over_reconstruction,294,0.015022264796749
oracle_utility,huber,mechanical_headroom_over_reconstruction,295,0.015710534657128
oracle_utility,huber,mechanical_headroom_over_reconstruction,296,0.015539357959976
oracle_utility,huber,mechanical_headroom_over_reconstruction,297,0.014147782781054
oracle_utility,huber,mechanical_headroom_over_reconstruction,298,0.015578345133373
oracle_utility,huber,mechanical_headroom_over_reconstruction,299,0.01532336614393
oracle_utility,huber,mechanical_headroom_over_reconstruction,300,0.013826300409116
oracle_utility,huber,mechanical_headroom_over_reconstruction,301,0.014511405778326
oracle_utility,huber,mechanical_headroom_over_reconstruction,302,0.013520201436814
oracle_utility,huber,mechanical_headroom_over_reconstruction,303,0.013610838934973
oracle_utility,huber,mechanical_headroom_over_reconstruction,304,0.014200192623528
oracle_utility,huber,mechanical_headroom_over_reconstruction,305,0.016125969189268
oracle_utility,huber,mechanical_headroom_over_reconstruction,306,0.014868583783196
oracle_utility,huber,mechanical_headroom_over_reconstruction,307,0.013703042789407
oracle_utility,huber,mechanical_headroom_over_reconstruction,308,0.015569707123628
oracle_utility,huber,mechanical_headroom_over_reconstruction,309,0.015563067955736
oracle_utility,huber,mechanical_headroom_over_reconstruction,310,0.013858974750782
oracle_utility,huber,mechanical_headroom_over_reconstruction,311,0.014833582040809
oracle_utility,huber,mechanical_headroom_over_reconstruction,312,0.01470212303164
oracle_utility,huber,mechanical_headroom_over_reconstruction,313,0.014915867472218
oracle_utility,huber,mechanical_headroom_over_reconstruction,314,0.012173175263031
oracle_utility,huber,mechanical_headroom_over_reconstruction,315,0.015169012905733
oracle_utility,huber,mechanical_headroom_over_reconstruction,316,0.013640262741096
oracle_utility,huber,mechanical_headroom_over_reconstruction,317,0.014271517659411
oracle_utility,huber,mechanical_headroom_over_reconstruction,318,0.014439642923295
oracle_utility,huber,mechanical_headroom_over_reconstruction,319,0.012913417547433
oracle_utility,huber,mechanical_headroom_over_reconstruction,320,0.015376697234853
oracle_utility,huber,mechanical_headroom_over_reconstruction,321,0.013123129882327
oracle_utility,huber,mechanical_headroom_over_reconstruction,322,0.01482847088607
oracle_utility,huber,mechanical_headroom_over_reconstruction,323,0.016527697683305
oracle_utility,huber,mechanical_headroom_over_reconstruction,324,0.012796650562642
oracle_utility,huber,mechanical_headroom_over_reconstruction,325,0.016188672144233
oracle_utility,huber,mechanical_headroom_over_reconstruction,326,0.013365797932161
oracle_utility,huber,mechanical_headroom_over_reconstruction,327,0.01312036842069
oracle_utility,huber,mechanical_headroom_over_reconstruction,328,0.013558815287773
oracle_utility,huber,mechanical_headroom_over_reconstruction,329,0.016789800874572
oracle_utility,huber,mechanical_headroom_over_reconstruction,330,0.014779491850452
oracle_utility,huber,mechanical_headroom_over_reconstruction,331,0.014720007800201
oracle_utility,huber,mechanical_headroom_over_reconstruction,332,0.012977997753152
oracle_utility,huber,mechanical_headroom_over_reconstruction,333,0.016569387577801
oracle_utility,huber,mechanical_headroom_over_reconstruction,334,0.014709339422993
oracle_utility,huber,mechanical_headroom_over_reconstruction,335,0.014146173323912
oracle_utility,huber,mechanical_headroom_over_reconstruction,336,0.015404847583573
oracle_utility,huber,mechanical_headroom_over_reconstruction,337,0.013235555283857
oracle_utility,huber,mechanical_headroom_over_reconstruction,338,0.013715533587167
oracle_utility,huber,mechanical_headroom_over_reconstruction,339,0.015213748926995
oracle_utility,huber,mechanical_headroom_over_reconstruction,340,0.013003622227887
oracle_utility,huber,mechanical_headroom_over_reconstruction,341,0.012582025543436
oracle_utility,huber,mechanical_headroom_over_reconstruction,342,0.013584137252941
oracle_utility,huber,mechanical_headroom_over_reconstruction,343,0.01294202463907
oracle_utility,huber,mechanical_headroom_over_reconstruction,344,0.014503354092255
oracle_utility,huber,mechanical_headroom_over_reconstruction,345,0.013433602329189
oracle_utility,huber,mechanical_headroom_over_reconstruction,346,0.014072682212793
oracle_utility,huber,mechanical_headroom_over_reconstruction,347,0.015582153677824
oracle_utility,huber,mechanical_headroom_over_reconstruction,348,0.012530082539958
oracle_utility,huber,mechanical_headroom_over_reconstruction,349,0.015518564089332
oracle_utility,huber,mechanical_headroom_over_reconstruction,350,0.013903591399126
oracle_utility,huber,mechanical_headroom_over_reconstruction,351,0.013087017902929
oracle_utility,huber,mechanical_headroom_over_reconstruction,352,0.01465962011669
oracle_utility,huber,mechanical_headroom_over_reconstruction,353,0.014905975617909
oracle_utility,huber,mechanical_headroom_over_reconstruction,354,0.014938651470843
oracle_utility,huber,mechanical_headroom_over_reconstruction,355,0.015922601535371
oracle_utility,huber,mechanical_headroom_over_reconstruction,356,0.011859538002051
oracle_utility,huber,mechanical_headroom_over_reconstruction,357,0.01323986418456
oracle_utility,huber,mechanical_headroom_over_reconstruction,358,0.01428404992427
oracle_utility,huber,mechanical_headroom_over_reconstruction,359,0.014298867735547
oracle_utility,huber,mechanical_headroom_over_reconstruction,360,0.014021053022533
oracle_utility,huber,mechanical_headroom_over_reconstruction,361,0.014321231442211
oracle_utility,huber,mechanical_headroom_over_reconstruction,362,0.01355582383151
oracle_utility,huber,mechanical_headroom_over_reconstruction,363,0.01376966933884
oracle_utility,huber,mechanical_headroom_over_reconstruction,364,0.013198736577016
oracle_utility,huber,mechanical_headroom_over_reconstruction,365,0.014181909321542
oracle_utility,huber,mechanical_headroom_over_reconstruction,366,0.016166477913269
oracle_utility,huber,mechanical_headroom_over_reconstruction,367,0.012884618660166
oracle_utility,huber,mechanical_headroom_over_reconstruction,368,0.01352796335717
oracle_utility,huber,mechanical_headroom_over_reconstruction,369,0.015405261051346
oracle_utility,huber,mechanical_headroom_over_reconstruction,370,0.016073888138088
oracle_utility,huber,mechanical_headroom_over_reconstruction,371,0.015541316935301
oracle_utility,huber,mechanical_headroom_over_reconstruction,372,0.016129726942585
oracle_utility,huber,mechanical_headroom_over_reconstruction,373,0.014511549786638
oracle_utility,huber,mechanical_headroom_over_reconstruction,374,0.013328286394956
oracle_utility,huber,mechanical_headroom_over_reconstruction,375,0.014603826244377
oracle_utility,huber,mechanical_headroom_over_reconstruction,376,0.013668430712721
