specimen_key,dataset_id,split,author_cai_mpa,label_source_sha256,scoring_only_for_test
cgtnjyggtm:q24-11,cgtnjyggtm,VALID,300.3553848425706,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-12,cgtnjyggtm,TEST,306.5520290929954,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-13,cgtnjyggtm,TRAIN,453.3123172968955,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-14,cgtnjyggtm,TRAIN,459.7777124926297,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-15,cgtnjyggtm,TEST,457.9709232064859,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-16,cgtnjyggtm,TEST,455.7016373127501,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-18,cgtnjyggtm,TRAIN,446.7258099076241,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-19,cgtnjyggtm,TRAIN,342.8416483117438,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-2,cgtnjyggtm,TRAIN,329.2690927927084,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-20,cgtnjyggtm,TRAIN,337.6909028898886,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-21,cgtnjyggtm,TEST,384.2588480246811,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-22,cgtnjyggtm,VALID,415.8693006306692,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-23,cgtnjyggtm,TEST,379.1289166159899,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-24,cgtnjyggtm,VALID,428.6219516949929,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-25,cgtnjyggtm,TRAIN,331.0783404488064,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-26,cgtnjyggtm,TRAIN,317.5328816183267,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-27,cgtnjyggtm,TRAIN,320.3085160218245,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-28,cgtnjyggtm,TRAIN,375.6209999680858,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-29,cgtnjyggtm,TRAIN,372.764953197536,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-3,cgtnjyggtm,TEST,311.9546333254241,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-30,cgtnjyggtm,VALID,283.3366377150218,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-31,cgtnjyggtm,TRAIN,281.2053685402022,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-32,cgtnjyggtm,TRAIN,275.5045506465156,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-33,cgtnjyggtm,TRAIN,308.5413572450112,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-34,cgtnjyggtm,TRAIN,316.3388815632638,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-35,cgtnjyggtm,TEST,321.2025174246953,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-36,cgtnjyggtm,TEST,358.5326607055363,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-37,cgtnjyggtm,TRAIN,378.5227052054826,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-38,cgtnjyggtm,TRAIN,338.8521978552154,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-39,cgtnjyggtm,TRAIN,431.7704379444723,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-4,cgtnjyggtm,TRAIN,363.9162282768476,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-40,cgtnjyggtm,TRAIN,116.0373611371045,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-41,cgtnjyggtm,TRAIN,145.1566320185774,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-42,cgtnjyggtm,TEST,113.4151526566288,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-43,cgtnjyggtm,TEST,113.4356976268704,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-44,cgtnjyggtm,VALID,109.7504114917296,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-45,cgtnjyggtm,TRAIN,110.3718217994942,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-46,cgtnjyggtm,TRAIN,118.3974964304373,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-47,cgtnjyggtm,VALID,119.8673896475662,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-48,cgtnjyggtm,VALID,136.6800016223299,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-49,cgtnjyggtm,TRAIN,146.9254398495205,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-5,cgtnjyggtm,TRAIN,353.1213535100361,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-50,cgtnjyggtm,TEST,144.78563268364,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
cgtnjyggtm:q24-6,cgtnjyggtm,VALID,348.2847226221133,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-7,cgtnjyggtm,TRAIN,270.2327577227217,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-8,cgtnjyggtm,TRAIN,262.8702369192953,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
cgtnjyggtm:q24-9,cgtnjyggtm,VALID,262.2107202934329,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-1,w68dtmpfyf,TRAIN,297.2135164655458,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-10,w68dtmpfyf,TRAIN,270.5972719919158,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-11,w68dtmpfyf,TEST,295.5874219454817,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-12,w68dtmpfyf,TRAIN,279.4817112278695,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-13,w68dtmpfyf,TEST,422.353254910877,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-14,w68dtmpfyf,VALID,404.2454466808869,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-15,w68dtmpfyf,TEST,398.9341346385737,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-16,w68dtmpfyf,TRAIN,411.0764972970403,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-17,w68dtmpfyf,TRAIN,388.0014344684573,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-18,w68dtmpfyf,TEST,404.1195484574345,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-19,w68dtmpfyf,TRAIN,426.5519769807766,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-2,w68dtmpfyf,VALID,304.9983203922969,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-20,w68dtmpfyf,TRAIN,363.3721685585901,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-21,w68dtmpfyf,TRAIN,414.7344090895863,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-22,w68dtmpfyf,TRAIN,413.610152114819,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-23,w68dtmpfyf,TRAIN,374.1396746923258,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-24,w68dtmpfyf,TEST,384.6164055693848,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-25,w68dtmpfyf,TEST,346.3905420155675,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-26,w68dtmpfyf,TRAIN,334.5045958578975,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-27,w68dtmpfyf,TRAIN,350.8853035718455,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-28,w68dtmpfyf,TEST,221.1390608454533,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-29,w68dtmpfyf,VALID,338.5483376402395,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-3,w68dtmpfyf,VALID,352.2940771961753,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-30,w68dtmpfyf,TRAIN,325.2823131241744,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-31,w68dtmpfyf,TRAIN,355.5688503340312,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-32,w68dtmpfyf,TRAIN,251.0343701442064,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-33,w68dtmpfyf,VALID,257.2702348149341,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-34,w68dtmpfyf,TRAIN,259.1323191591071,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-35,w68dtmpfyf,TRAIN,287.7591069938078,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-36,w68dtmpfyf,TRAIN,290.9002601359004,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-37,w68dtmpfyf,TRAIN,286.9637991902188,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-38,w68dtmpfyf,VALID,344.6358291031883,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-39,w68dtmpfyf,TEST,357.8509598032703,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-4,w68dtmpfyf,TEST,383.0700026275101,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-40,w68dtmpfyf,TRAIN,354.0503394184282,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-41,w68dtmpfyf,TRAIN,367.2051242559015,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-42,w68dtmpfyf,TRAIN,245.5256789028253,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-43,w68dtmpfyf,VALID,302.2819927887143,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-5,w68dtmpfyf,TEST,355.1265032659286,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
w68dtmpfyf:q16-6,w68dtmpfyf,VALID,418.2673332243793,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-7,w68dtmpfyf,TRAIN,222.9341701177597,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-8,w68dtmpfyf,TRAIN,261.1739267018004,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
w68dtmpfyf:q16-9,w68dtmpfyf,TRAIN,228.3986690900341,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-10,xcmzfsbd9t,TEST,299.3252068412073,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-10t,xcmzfsbd9t,TEST,358.9627090266727,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-11,xcmzfsbd9t,TEST,325.3224849038039,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-11t,xcmzfsbd9t,TRAIN,566.0504752620525,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-12,xcmzfsbd9t,TEST,297.1063520023052,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-12t,xcmzfsbd9t,TEST,431.8961469787579,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-13,xcmzfsbd9t,TRAIN,491.9646815144501,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-14,xcmzfsbd9t,TRAIN,549.6859682830219,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-15,xcmzfsbd9t,TRAIN,480.891164885706,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-16,xcmzfsbd9t,TRAIN,535.4702422337182,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-17,xcmzfsbd9t,TRAIN,539.7345916091459,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-18,xcmzfsbd9t,TRAIN,552.8228422734558,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-2,xcmzfsbd9t,TRAIN,208.4120780661113,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-20,xcmzfsbd9t,TRAIN,494.1524059122719,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-21,xcmzfsbd9t,TRAIN,535.9412312096389,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-24,xcmzfsbd9t,TEST,405.8955101718756,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-25,xcmzfsbd9t,TEST,426.3175510252684,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-26,xcmzfsbd9t,TRAIN,271.9090654191186,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-27,xcmzfsbd9t,TRAIN,284.4205642686591,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-28,xcmzfsbd9t,TEST,302.8840546653755,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-29,xcmzfsbd9t,TEST,568.2848038076212,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,True
xcmzfsbd9t:c24-3,xcmzfsbd9t,TRAIN,247.6961061107016,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-30,xcmzfsbd9t,TRAIN,515.4344665119668,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-31,xcmzfsbd9t,TRAIN,514.9633946108286,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
xcmzfsbd9t:c24-32,xcmzfsbd9t,TRAIN,214.5376240880727,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,False
