specimen_key,dataset_id,split,cache_key,cache_hit,call_count,repaired,clean_image_sha256,gridded_image_sha256,vlm_available,no_reliable_cue,region_count,region_indicator,confidence,failure_reason
74t7kcdgkr:c8-23,74t7kcdgkr,TRAIN,e867a9b0bfdf9220524f057694bc297d77b5cc1a0ae8aebda40291d565279090,True,1,False,c699054e6b22184ff137aea7760618eb4673b22f2fcd6cdcdc728b529e54a2e2,cabdabb25e91315ba3ecf805381791d9d9eac419f7cc51de3da8f5d9b031ccb9,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-25,74t7kcdgkr,TRAIN,3dc66787f5c82c715b2dbf94079567673e329e0fa22eaae96bf9cf8604779805,True,1,False,69c59db79920d73ac0ed0b922a9feb31d435f2873da53b373583c9eb9fc17bfd,fc06c46e2cbac166b2f25a0e65c7beee327e5626276af3e40571cffa938ce0e1,True,False,2,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-26,74t7kcdgkr,TRAIN,e71f71b92f97f46403523aa5e12ebc245350bc963ba7be3fc3a319f5759896af,True,1,False,bc80c77ec049a389c0e87549f94d7dff668395b4b95cd9d0628b674aeb2143cc,a5976c9dcae9988958c1407aeeea7371dfbae3cfce43383ec9dfde458dfc3df6,True,False,2,1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0,0.6666666865348816;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-28,74t7kcdgkr,VALID,865a1afee97673a566955d8805a95455d0d4712e40d89b3a0580e556195c3f2d,True,1,False,019c947b7766a5629447a8e156fa96d984fb64be13c06385d7759a36396a90a1,e1e576bb3c13901860ce8cca5501f351b32bd697ae0e49c3ede9240c35f8ee19,True,False,2,1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-29,74t7kcdgkr,TRAIN,638971856ddb1a3d912e1a5a906dde5375a2c2232be691cd4ba79a1ef180d2fc,True,1,False,29673212ca37944a379b02e9367f07b690348531907308a32eb89ed27501fdbe,e34b0b7ade0443ff4ab289fe5808a4d3890c6b8510e2c8b66866cb677aba9031,True,False,2,1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-3,74t7kcdgkr,VALID,581d7bd647a138c42b976c4981e51803872d91224662fc3fc593f1821fd59e1b,True,1,False,9f6020fb390e506b978fed91d9b9ffaee60d8ecbb905ffa082e8415227885e2b,db223e89396aa81098974dd0422a18c8f113aa3b27acf89672a611d47e34c6ee,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-32,74t7kcdgkr,TRAIN,534131433a3effddbf7509befc5e90bf88c85b8cc87df34538a9aa16e861593a,True,1,False,b58274a69318533985e674ebf27720304805d0311a48c337dfecab3ad389d89c,7c399bc724ac9ef75dea2d068684b1c0bf8593c55853c272b5c04714f69a6623,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408;0.3333333432674408;0.3333333432674408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-33,74t7kcdgkr,TRAIN,03c124e14ee5a1022819ed368c4cbf31c809bace5d63bed45e895d355718115b,True,1,False,0dfc78ad52cf8104694887a4fe5db703ca473b6ba34558113e94f280c15fba68,cef08c52f1bd06a4ba344de04a74ec8dcdc30a3e581881794bda04f22ebf9bdc,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408;0.6666666865348816;0.3333333432674408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-34,74t7kcdgkr,TRAIN,3dbd777701f5ef115e6d6877220108c81927f36de8ee4c173743f2abcca90f5e,True,1,False,60c55172f6b01edda98e6f63ec22dd5ee3ed15446c2b275f88e6ef23b301227d,ba9feed6dce2288756a8c44b33a2a54eae0e2ab17ab3f6e4652773ac2f18f95a,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-36,74t7kcdgkr,TRAIN,851dd24384245c3255de41cd7f64301ab4df52a1bce6d90136e4865c6e36416d,True,1,False,9869f6141d96ed9aad8a23af74441c9656aa21a05ee540c2fa11fb47c373c715,8b49ff463d545c5d5022ec58afd0b2a72c1fb5a5b46668d2271f5e74a9203eb4,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.3333333432674408;0.3333333432674408;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.3333333432674408;0.3333333432674408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-37,74t7kcdgkr,TRAIN,085e6b5d48c4eb9398a5b515898285ea95880fdac411957e457d5cfa9b4dd3bb,True,1,False,e6f2f737c5b68c7650aa736f712672d002144a0758cc02b659c4e563893c7565,da62f4ecf452fdb4659f08eee6642de0904c21ffaea1ca518edfdb7ae95adc00,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-38,74t7kcdgkr,TRAIN,e6ec83c328ecdb9bdf0164d10ebe5e2d8df4a9dbfb2b5dffa43e28facd812901,True,1,False,7a76ae2f33b8c595a81adfffac2a1681691a71b11d18119a7e55e9729ffa6670,2586df28675a5c5abdd0025dfcf0e493ee864a82c49a7c838577e1b59c8e8a56,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-39,74t7kcdgkr,VALID,d2f4bc97548a0a2a1bc2f6a4c38876441ecf58923eb5ac9ed5e8353ea2c93f55,True,1,False,4b68f9ba0327645505a3a68c7b0d40dcc976902141d0422bc2a1fca483c36419,8c51f8aa41bdb5bfefe2d15aaf20587f5785d21175e44cc21a23ad012b3ea15c,True,False,2,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-40,74t7kcdgkr,TRAIN,a70e8f6aed3793da2f1845562493440c0fcda80f00ba451e4896f86edc90d035,True,1,False,64f8553904a4154cbe2a5c83415ce981a93e3e6f4e134c53619718c90266f8da,701f4e37c1499e4c8891195edbcd276d496b4ffd83625bc32315f8a474e251f8,True,False,2,1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-41,74t7kcdgkr,TRAIN,9402d020537d15ba0de9129d948713dbcc8e3613fa195ab3eb3a84ba22e8642f,True,1,False,75bc83d25753287a533a613e326fd82817ada56622bf42f840bc8ed17a1b8cf6,75c1437b52c05a7dbdf69b07539600adeeb5e1f4330e7b831b4734a9abc3d34f,True,False,2,1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,0.3333333432674408;0.3333333432674408;0.3333333432674408;0.3333333432674408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408,
74t7kcdgkr:c8-42,74t7kcdgkr,TRAIN,45622e12ef04f0fc862a8a566cb2099e15f5f2c165cc4da296ab2da3a9cc3292,True,1,False,3f27a27e761bde7e15d7e003575ce2ed233064d02481410d345cfd3c63f2350d,7b0837acf1ad3f9388a34cf2dec2a3f83915e53219c13a997d7247ba6933d4d2,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408;0.6666666865348816;0.3333333432674408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-43,74t7kcdgkr,VALID,f0610e3ba4f24940dbbfa791e4ffe8475afb97f3ac17e34001d1216e0a9f2673,True,1,False,30f68d46b422c17b31b69aae284b2a747540c4dcef012c719c6ffdcac39dd0fd,bd682db1d44be1005db7256b1c3de08fc710128a5ed387c9c5437454e674bc36,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-5,74t7kcdgkr,TRAIN,e2f7788a8a371b2e128a662a57d4264d78136d7ca34b0bc9924aed15afda771f,True,1,False,fbed9fcb3b947d0f476e1eea0f2a9798334808ddb6e519784e76cdda84b252b1,65ed0b718d4548fe52e8842f9fd280459cc2442f51fc3a01be7bf035dd83f946,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
74t7kcdgkr:c8-6,74t7kcdgkr,TRAIN,a2e04017ec4c17baac1b2bb03a0ddf47994eacade6402236c4ba36dedaca02df,True,1,False,eb206f00c380bdf5d0f4aa0c815a182d30603bbbe6f905395ecee1c01e37268f,161b6c500c9be551a6bdeca2ecb438983ca3434fc5b320c394fdc343d51bbb80,True,False,2,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666865348816;0.6666666865348816;0.6666666865348816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,
