specimen_key,dataset_id,specimen_id,capture_group_id,split,target_present_in_bank,feature_source,surface_source_sha256,surface_render_sha256,cscan_file_sha256,cscan_array_sha256,shard_path,shard_index,shard_sha256
74t7kcdgkr:c8-19,74t7kcdgkr,c8-19,cg_436f4e4305ab635d,TRAIN,True,ENCODED_V3,1eb1caa9ea96baa33c52e4f3411c714991996620639480a3bf638acfb347b504,1ab712c00f1a73ea6bcf9cd6315fc97fafa86b8310b43bcc0bc03dd66b7742de,3e021ed85ba7b5f6664a410d373c67625fb30fe65f93387bfa98f0a151100008,b3259bb92cb6f577510d4ed6541565feeca4737c8d2fd8792fde2f5152ae3cae,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,10,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-2,74t7kcdgkr,c8-2,cg_8ffe4fd6a878d7f3,VALID,True,REUSED_V2,fba37c14b99ff92f65675a2c8fb574d3cd7fb506cfd8178361e624381c9bfc0d,9fc86ecd86e5bec1a09a52d5f9e7302781161089e27e7380767fc0296eee43fa,2a4636f95444c53278b22acdee76cf7123442ffbf310fb2b4700ca7b64f57954,caec826b8d0d886e8ece2e3453082f939939b0213285494b2521da6eef97317d,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,11,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-20,74t7kcdgkr,c8-20,cg_fc2b47129dab53b5,TRAIN,True,REUSED_V2,8f24fb36b7af0b5f7123d76c97e6e1bbe423a48e0c7a7599e91175a5ccc0972d,7c6ca3678919b27543fc878ed7e3cd1ddcd352732c72a8a33f279c8bdf012e50,89c9cccb85fc7dc6990631b0bc5dc1ccbca65acadfc261c9a53d4b4803804619,b4d296779b3ae7705d01b6d4e018616306da68643e9249bbf379f81eef300926,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,12,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-21,74t7kcdgkr,c8-21,cg_49d6f1237b716b24,VALID,True,REUSED_V2,334ea0c49f7626f221e92014670ecbbc2eab0373a28017bf2facd33a5f0fc7a0,9e68ff752a8ad24f3a20b58ea400144c1c07f830eac0738f51066d897e188502,0242d92627e506c763859f498a6e0f4734f3cec576f154060e6b55f3e9594bf0,d8f772ae6955533ac2fa32cd635233e5f4cf23db7452733bbc8a8ff4055d163b,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,13,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-22,74t7kcdgkr,c8-22,cg_b46906446d6551d5,TEST,False,ENCODED_V3,2026cfc1c6ab67bd5747beb82f865ba504312de6c6bc3da8a35ac98428b7306c,2c73fe681129b45f2f384ad671b0243dcbf862b30b0ae51ca4211c46ecf986b4,72449713a844dc00d887b80beb89128d128360b0a348d56f5ed86f960a1decbf,eebc0c35feb2c8ea99901d07c588e9b0ed706f7dc1feaa3f54f00683fb0c910a,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,14,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-23,74t7kcdgkr,c8-23,cg_5664e5fd63a64397,TRAIN,True,ENCODED_V3,a61eebadb40109142b8e617c65758734f821c0cf1e888e95050b0324638260f9,c699054e6b22184ff137aea7760618eb4673b22f2fcd6cdcdc728b529e54a2e2,c40a82ffa3d70161a862fe223e51ce9e64f22b5215c68c330f5c70cfdfc52204,e8a6a06b37f15cef448dd1862ae8906fc5702003ea8993b049b69911f6128666,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,15,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-24,74t7kcdgkr,c8-24,cg_9393eeb13d9e0e91,TEST,False,REUSED_V2,24e38e280270b8ecc32da327dc06f0f1c88be32a8481e4885a2a07d203d3cc22,7cf740da1cd858398c8d973a3574c3bd9cf0b2b8b3672a179a77ec3516d3f12f,39f519201158d464808bea9e455af79bc2c2d747a694dc0bc3f3b48bea77a355,32c838af33b2808427c08a68e5890a65f94e765e09f0514aa31f9b1d37b1315e,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,16,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-25,74t7kcdgkr,c8-25,cg_3b33997b939ad827,TRAIN,True,ENCODED_V3,04bf38f0af77606bb6c58205ba4b04119eea06c06dce5c9d3b08c10c0b4abc28,69c59db79920d73ac0ed0b922a9feb31d435f2873da53b373583c9eb9fc17bfd,d47d110fd874cb7e4d43fee4ef0c2f552f449bc3c349da382148b25fa3a3529a,d7136b1f11ff0b848ef4c5268a09fb13ebf303d3706d56e1f64be8483b3ba687,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,17,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-26,74t7kcdgkr,c8-26,cg_7cd21ddf912f3237,TRAIN,True,ENCODED_V3,9f36e3dfc047806d190e6e32852134770bd2446d32a0b9dcb7dfbca5539f5d75,bc80c77ec049a389c0e87549f94d7dff668395b4b95cd9d0628b674aeb2143cc,059b1f52a71da61747b4a5d5dd286e2524edc34c7f6a37145c0c6e36ab668ba2,d6e9f00f0db85a2e1165eec0af942a42bc81f88d1f04949b57467f20eb038c79,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,18,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-27,74t7kcdgkr,c8-27,cg_a60263adbdce1bca,TEST,False,ENCODED_V3,9ba59ca7334a7d47d3ba3346652a548999ced0e75a4e6f22f45efb3b79dcc14b,2ee60972dbd1229f2dca488f4d345b59fab04684f0bfa1f24bbda5de4fd896f0,3b880ac4fd2077eb152973bcc8bdcf58fb41027119fb805a04fa653e2d943fa7,6c9292f3644bda21b12b63efaef9726e338d063496a371d46961366894eccd7c,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,19,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-28,74t7kcdgkr,c8-28,cg_a983245f10699099,VALID,True,REUSED_V2,88c759c306fbcfde44966073f4366b83a49eeb04be63844ac732a71e41647bb2,019c947b7766a5629447a8e156fa96d984fb64be13c06385d7759a36396a90a1,b681873337e1d403ccfc399b975c6b86218ae5f3173e6a915ed0b6e6c703ca58,b02e03b96fa212234a0e8bbb2ff1b1978b7670d1d1751633a9b781069d9dbff2,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,20,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-29,74t7kcdgkr,c8-29,cg_ff1326048205fdc3,TRAIN,True,ENCODED_V3,48e14acb8e76fedd11280efebf17eb4f7aa6bc26844b744b333a0d895425e243,29673212ca37944a379b02e9367f07b690348531907308a32eb89ed27501fdbe,1064f6f9e13dd456bb48cc6ae4936d4a6005fedcb0c4c76435b55c1f7da19c13,73c540f26878a2797450cf525c764595b1540aecfa91dbd370af5df690ddb940,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,21,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-3,74t7kcdgkr,c8-3,cg_8ffe4fd6a878d7f3,VALID,True,ENCODED_V3,3ddb8fff5dbcb67fad212458e2d60e95c8c26b3d2e143ca4ed782e8419577ebb,9f6020fb390e506b978fed91d9b9ffaee60d8ecbb905ffa082e8415227885e2b,e6e77cc9b13aa9321d2bf77103474c08b9c88d9a3ab037008ef010c1cb5896a7,303287276a8533cb73e9c42e385d2138e5949b8b8ed5e89e8c73fd93241132ac,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,22,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-30,74t7kcdgkr,c8-30,cg_9c9387dce9e35a94,TEST,False,ENCODED_V3,d0d0dab2dae10def0e0020a5158a6ce1a929d3426eb624ae8b4b8958a2c7e867,072e18933b33e875d0577313d60e94209eee65a0cdeb5d2acea0dea41b1f7123,7d6b21883ce821d3c8cc4cf4263545e744b39970a5998edf971e8a675dba1586,7ad19f6f59ad94d2727a021e4316c16ad2f77b220e2e0d73d2697a64c2bf54d7,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,23,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-32,74t7kcdgkr,c8-32,cg_ba578a95be7f383b,TRAIN,True,REUSED_V2,a1d192e4505390bea1cd49410aae84b4ada33f656124ab904f91ec2a7200b60e,b58274a69318533985e674ebf27720304805d0311a48c337dfecab3ad389d89c,aa675f7abf8ffd3a3dac0b18269610f240a4fb21a7be6fe0b9423ac8f2ea599a,73679ce3c962dcf6825f9e251d9c4180cb40c6fb84672c55ba4e13800b012515,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,24,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-33,74t7kcdgkr,c8-33,cg_2508a9d6037ebb4d,TRAIN,True,ENCODED_V3,823b6f5c9ea96e166fdf39057176eb352ad1eed0e39f2694f1169491abb917af,0dfc78ad52cf8104694887a4fe5db703ca473b6ba34558113e94f280c15fba68,3f6b7a660634ef09530460b0cafa7fbe82426f635667b554cfd1c0d70ce7e037,7ff41079990bbd96b27731f708c66b7d937454c5508bdbc21bba0c88d85db907,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,25,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-34,74t7kcdgkr,c8-34,cg_df8537af42eeb5c9,TRAIN,True,ENCODED_V3,b56fe29ff98b91801ed5c1455008a9ec40699aa50e66496c4dbac3f199bc7f73,60c55172f6b01edda98e6f63ec22dd5ee3ed15446c2b275f88e6ef23b301227d,64b4e82a60948c242f6b3a14780755bebec469e9df4acf900426644c634736da,249dfed8130859bbea83af2ee5bfd0973efa41f9c6fb1666825c89edb5042bc7,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,26,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-35,74t7kcdgkr,c8-35,cg_aaeec4f3370a0403,TEST,False,ENCODED_V3,4297ed114af786ac2025ac76cc4a52f163ab77a56d3c1e56abc36476a712c2b3,9f09c276e8c932bd538e95826e75ec4671b93cd4a2fb51dcd566e663a005fadc,d39af242aee2534dd7316a5f03497bd4287977d173ddff3cb36934e59ef1200d,f584dce54ceae2e6d2736436b7cd3efb4c4a342317c37ff05057a1d9d524c12f,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,27,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-36,74t7kcdgkr,c8-36,cg_e40bd92cc201b5b1,TRAIN,True,ENCODED_V3,ddd582c5d6690b5ee05e92f9fe5af2ad2f875d38f759cb8eea5a431bf77eaa41,9869f6141d96ed9aad8a23af74441c9656aa21a05ee540c2fa11fb47c373c715,3b389d7edf5262c7ca9a0c1d090b9ede28a84642d80a952412b8a997a0389467,a39f6f225491efa0e95c1378d9b1db09abbee65251aee3662de8a54a92b97c9e,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,28,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-37,74t7kcdgkr,c8-37,cg_d51f959f9fc3ad64,TRAIN,True,ENCODED_V3,e00d366abf1e961dcf87b4f9b7a30b6b95b300b74388bad16b3d5e0a9e5bdf91,e6f2f737c5b68c7650aa736f712672d002144a0758cc02b659c4e563893c7565,46cc27870ed7489db2ddb687107dad7499476317895d750b87dc036f8e5f0bc2,d76bb649552f3a42a8a7973213268441322e64a74ef175cd8cad4c216d89dc1d,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,29,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-38,74t7kcdgkr,c8-38,cg_c20c19e9f931f066,TRAIN,True,ENCODED_V3,cbe87ecd7e78a2b930e028eac75cf23e70299a88d630c44d867ea836a1df366b,7a76ae2f33b8c595a81adfffac2a1681691a71b11d18119a7e55e9729ffa6670,81c8fde016b08bf60dd3a95cd6a28b1424be94e099e89f32dc474775dda064bc,04eeda424ab44308211979b2de81e04bb8b7db2a5fb408bd54ea78b1341935d4,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,30,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-39,74t7kcdgkr,c8-39,cg_ff43edde8af2ccdb,VALID,True,ENCODED_V3,10b9fe62ebd5840c5a592b4f2fb96692ad6d80e90f51c3d47acfe5ece07f2200,4b68f9ba0327645505a3a68c7b0d40dcc976902141d0422bc2a1fca483c36419,a2708a02d12434e3f8221f3ba15200f39a94571616157892cc76ce37f8cc912d,06782600fcfb16fb1b276dd90b2a44de111dd350b3ecb52c688f42c3796059ab,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,31,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-4,74t7kcdgkr,c8-4,cg_d81253dd53a5a063,TEST,False,ENCODED_V3,e92e5a2864fe8746d82e66df08a6a286cc7c3b37663027dcc8654557484f559f,04caaa60aa323ddcd97d93a1d252b64a025370b430cd273d6333856809ec66da,259485b737b1fa4536f5bc93b4db6d30a41b46e0549073847bb6334f8438b5b3,b3d52b05b20a4d32ce4da7b1b753519543016f0789d4ddd1ee66d1ec8d0c81c4,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,32,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-40,74t7kcdgkr,c8-40,cg_c8f844619a69041e,TRAIN,True,ENCODED_V3,8b16881f313d080d9fad5df285e71615f7d959ad158262c64b8e84692689eec6,64f8553904a4154cbe2a5c83415ce981a93e3e6f4e134c53619718c90266f8da,269311a4880e08b174ecc3e3e5f33d2e193a8831b608a42eaacf254ccc65cbf1,66435916d7f6164ad5ca297b8d3e1f873ecdaf2359a2f403367b4f33de3cdb0a,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,33,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-41,74t7kcdgkr,c8-41,cg_ee56faa339a830f2,TRAIN,True,REUSED_V2,8ddc47d37fcec3ae63e237fbb7bbe9646522a0295a968958fb3003f2d207cb4f,75bc83d25753287a533a613e326fd82817ada56622bf42f840bc8ed17a1b8cf6,8786699e0853a3b9909a55ad3eefcaf8c19824d9ec541629a8d22255f20553d7,7cd8819df5e0f6f002b9cb128559462e9a99ec53e6e0fe4e62c3247ad2a0ef7c,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,34,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-42,74t7kcdgkr,c8-42,cg_f3946cf7fb331808,TRAIN,True,ENCODED_V3,e347ffb6de8a6cdb77194ed826d809cae9a67d9354eacd801e127e27d506da06,3f27a27e761bde7e15d7e003575ce2ed233064d02481410d345cfd3c63f2350d,bcfc130e19afa16db105b66d67bab4a34d0f0b9cb71f5e9e5f9fc07a86b00516,90f4f0bd263ebbff2a24590f7ee6e698f94dd25873f91e041883a81d2e847a6a,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,35,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-43,74t7kcdgkr,c8-43,cg_a37dc8a00cc334eb,VALID,True,ENCODED_V3,de357818c7ff1e55535daa270e23a813b71856db386aff0177481877ac3954f6,30f68d46b422c17b31b69aae284b2a747540c4dcef012c719c6ffdcac39dd0fd,7ec3f87981b0381039588f1cc3ca95086589634bad49e9de41d56edd143cbec7,280008b346e29238cba9a1bee63dd43ac7a7f4ed67d289004557eed505938eec,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,36,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-5,74t7kcdgkr,c8-5,cg_248d232f49968f87,TRAIN,True,REUSED_V2,b8f9a8588f11cc4ac4aa30103c458ba872d04f4a945161206450534968c15bd4,fbed9fcb3b947d0f476e1eea0f2a9798334808ddb6e519784e76cdda84b252b1,73f89721281271850882b456ef72a38d0ea7d59b2d3ab4e27ddfa54ceef75d09,8a9fc68c5a2158ee781600e04f6a479bfb330ccb86ff43f290632541b780f413,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,37,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-6,74t7kcdgkr,c8-6,cg_248d232f49968f87,TRAIN,True,ENCODED_V3,a2d5119c1f2e9593318c35f1b65f7091f8dc48f2d9421bc2ed0033bf13eef025,eb206f00c380bdf5d0f4aa0c815a182d30603bbbe6f905395ecee1c01e37268f,dd422879e64dc2588dc58eb89af69338bf8a619229b66249e6e6bcd283befde7,55694412406684044410253fd325f364526e1aadb0a03864c22cd6745442f200,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,38,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-6t,74t7kcdgkr,c8-6t,cg_c57502d3d6e71642,TRAIN,True,ENCODED_V3,4c531a8d3c33e8cb668f779c975753a699d433e760201dd9b35f09da601cc9cc,f4e08f634a509f3c790d7cbe57f6eb3b60720f5d2aa5c04be312854ad1fc8bae,4391215c4c9c08afa9eb4bb0a43990207917df963b1bef43105096b854486f7b,a20df9b2b38fe04f8d0192595db8e5865f6f09cec40a02d1f8857e0cc3953eec,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,39,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-7,74t7kcdgkr,c8-7,cg_dddfa79b65fe4ec3,TRAIN,True,REUSED_V2,0c9a49292bab78fb9f4d26c8950d464d289705fe053baf5280371dd8c811e85d,af971449aaeccec11dcc600080a773a15dcb358c7502b384a962c7c65380448c,72d7c1d494d2958df01e3e7c815aaac5f350ce7e7941beb5e7088b34fadb8976,de65fe14400d4fbed8c1c4b69002dc7bda0f5490adc6899c4bedd8d9bf2480ea,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,40,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-8,74t7kcdgkr,c8-8,cg_ec0381497121b762,TEST,False,ENCODED_V3,f67bfde9af68c49a48379af0901ad719d22b62c7a71e15278aab1bfe1183fd83,3440136d603faffefd78693cc727400908b93332bf4d76e5dc155d9c51100497,deaa56464ad0eb4c19b66f73847847a626994efe1008e1108ccc0088f891f1e6,cf003304feef512ec432e87d50f59888ca90c7f07382b67aa4b7b370d757162f,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,41,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
74t7kcdgkr:c8-8t,74t7kcdgkr,c8-8t,cg_d4f3118bb7e2d7ed,TRAIN,True,ENCODED_V3,47e954202acbcb218b708527073ed58754a255f35ea468285ae9594635378883,dfe80c1999f4fd0d0da8830c6167898828784acabf71e040c1107e700dc13e74,184e5d418e958c2d3b94056f8334ef86614cbc20c9480d7843a9887375ce547b,e4af91b7e4aa306e7b945d085cfea59c4cbf38ce4f8001b8b0447d2a960f7b8a,results/cai_agent_v3/new_protocol/feature_bank_74t7kcdgkr.npz,42,3b209bf44d3dd5db4e7f1ce9389f26305bcf472b59b6b275307b54b64b1f8cdf
