claim_id,layer,paper_role,metric,contrast,direction,reference_method,candidate_method,reference_value,candidate_value,estimate,relative_effect,ci95_lower,ci95_upper,domains_improved,cohort,protocol,source_artifact,source_hash,evidence_type,deployable_status,status,manuscript_location,allowed_wording,forbidden_wording
U4_ORACLE_IMAGE_SPECIFICITY,Useful,headline,normalized_rgb_mse,mechanical oracle minus reconstruction oracle on image error,positive_supports_oracle_task_specificity,reconstruction oracle,mechanical oracle,,,0.00055025488863200004,,0.00050062334949900001,0.00060629199436300005,6 held-out domains; equal-domain contrast,276 physical specimens; 6 held-out experimental domains,same cohort and exact-cost oracle trajectories; frozen normalized_rgb_mse reconstruction metric,results/mavis_science_closure/p14_task_specificity/summary.json,26710df19821e5e6edbe333d7c105f2b2bbddb1cf783eb3a64910bb691b6004d,retrospective_oracle_cross_objective,retrospective_non_deployable,SUPPORTED_ORACLE_ONLY,main,reconstruction-optimal oracle acquisition improves the reconstruction objective,oracle task specificity proves learned-policy task specificity or deployability
U4_LEARNED_SPECIFICITY_BOUNDARY,Useful,adverse_control,cross_objective_support_indicator,global mechanical mask versus global reconstruction mask,one_would_support_learned_separation,global reconstruction mask,global mechanical mask,,,0,,,,not_supported,276 physical specimens; 6 held-out experimental domains,source-trained global masks; same cohort and exact-cost alignment,results/mavis_science_closure/p14_task_specificity/summary.json,26710df19821e5e6edbe333d7c105f2b2bbddb1cf783eb3a64910bb691b6004d,learned_adverse_control,source_trained_static,ADVERSE_CONTROL,main,the source-trained global mechanics mask does not reproduce oracle task separation,the learned mechanics policy outperforms reconstruction-driven acquisition
U5_RIDGE_HUBER_SPEARMAN,Useful,agreement,action_value_rank_spearman,ridge__huber,higher_is_more_value_rank_agreement,ridge,huber,,,0.76189552630767299,,0.69882454946373795,0.82106656255344501,6 held-out domains; equal-domain agreement,276 physical specimens; 6 held-out experimental domains,identical strict-OOF splits and frozen state bank across downstream learners,results/mavis_science_closure/p15_value_stability/summary.json,55d697ad2aa78e7e0ddd9b471d4cbdc58db0c22a39aa36879a903858804ffb45,strict_oof_learner_sensitivity,retrospective_non_deployable,PARTIAL_STABILITY,main,measurement value is downstream-predictor-conditioned task value,intrinsic mechanical value of a location; universal mechanical-value map
U5_RIDGE_HUBER_BEST_ACTION,Useful,agreement,best_action_agreement,ridge__huber,higher_is_more_value_rank_agreement,ridge,huber,,,0.67498834491048998,,0.621649480750886,0.72704876423827303,6 held-out domains; equal-domain agreement,276 physical specimens; 6 held-out experimental domains,identical strict-OOF splits and frozen state bank across downstream learners,results/mavis_science_closure/p15_value_stability/summary.json,55d697ad2aa78e7e0ddd9b471d4cbdc58db0c22a39aa36879a903858804ffb45,strict_oof_learner_sensitivity,retrospective_non_deployable,PARTIAL_STABILITY,main,measurement value is downstream-predictor-conditioned task value,intrinsic mechanical value of a location; universal mechanical-value map
U5_RIDGE_HUBER_TOPK,Useful,agreement,top_k_jaccard,ridge__huber,higher_is_more_value_rank_agreement,ridge,huber,,,0.68536138982179895,,0.649940415416429,0.71878221599987802,6 held-out domains; equal-domain agreement,276 physical specimens; 6 held-out experimental domains,identical strict-OOF splits and frozen state bank across downstream learners,results/mavis_science_closure/p15_value_stability/summary.json,55d697ad2aa78e7e0ddd9b471d4cbdc58db0c22a39aa36879a903858804ffb45,strict_oof_learner_sensitivity,retrospective_non_deployable,PARTIAL_STABILITY,main,measurement value is downstream-predictor-conditioned task value,intrinsic mechanical value of a location; universal mechanical-value map
U5_RIDGE_MLP_SPEARMAN,Useful,dependence_boundary,action_value_rank_spearman,ridge__shallow_mlp,higher_is_more_value_rank_agreement,ridge,shallow_mlp,,,0.116218028111857,,0.069045944785476002,0.163790348860722,6 held-out domains; equal-domain agreement,276 physical specimens; 6 held-out experimental domains,identical strict-OOF splits and frozen state bank across downstream learners,results/mavis_science_closure/p15_value_stability/summary.json,55d697ad2aa78e7e0ddd9b471d4cbdc58db0c22a39aa36879a903858804ffb45,strict_oof_learner_sensitivity,retrospective_non_deployable,LEARNER_DEPENDENT,main,measurement value is downstream-predictor-conditioned task value,intrinsic mechanical value of a location; universal mechanical-value map
U5_RIDGE_MLP_BEST_ACTION,Useful,dependence_boundary,best_action_agreement,ridge__shallow_mlp,higher_is_more_value_rank_agreement,ridge,shallow_mlp,,,0.23264507268007301,,0.182083816632822,0.28281041534096002,6 held-out domains; equal-domain agreement,276 physical specimens; 6 held-out experimental domains,identical strict-OOF splits and frozen state bank across downstream learners,results/mavis_science_closure/p15_value_stability/summary.json,55d697ad2aa78e7e0ddd9b471d4cbdc58db0c22a39aa36879a903858804ffb45,strict_oof_learner_sensitivity,retrospective_non_deployable,LEARNER_DEPENDENT,main,measurement value is downstream-predictor-conditioned task value,intrinsic mechanical value of a location; universal mechanical-value map
U5_RIDGE_MLP_TOPK,Useful,dependence_boundary,top_k_jaccard,ridge__shallow_mlp,higher_is_more_value_rank_agreement,ridge,shallow_mlp,,,0.21325290291386101,,0.19167628892042299,0.23538573248386099,6 held-out domains; equal-domain agreement,276 physical specimens; 6 held-out experimental domains,identical strict-OOF splits and frozen state bank across downstream learners,results/mavis_science_closure/p15_value_stability/summary.json,55d697ad2aa78e7e0ddd9b471d4cbdc58db0c22a39aa36879a903858804ffb45,strict_oof_learner_sensitivity,retrospective_non_deployable,LEARNER_DEPENDENT,main,measurement value is downstream-predictor-conditioned task value,intrinsic mechanical value of a location; universal mechanical-value map
O1_STATIC_SPEARMAN,Observable,headline,strict_oof_action_value_spearman,O2 predicted score versus strict-OOF teacher value,higher_is_better_observability,strict-OOF teacher value,static O2 scorer,,,-0.019586204932121948,,-0.059060294536728869,0.01947782215198501,3/6,276 physical specimens; 6 held-out experimental domains,registered low-complexity static pre-acquisition scorer; strict source-only LODO,results/mvd/m1_observability/bootstrap.csv,d1c0fb6e67755fae44292e67c95194bf6fbb096fe6a191d9cb8ec871fcfba58f,registered_static_observability,deployable_static_scorer,NOT_SUPPORTED,main,the registered static pre-acquisition representation did not establish transferable specimen-specific task-value observability,task value is information-theoretically unobservable
O1_STATIC_SET_REGRET,Observable,control,exact_budget_set_regret,static O2 scorer exact-budget regret,lower_is_better,retrospective best legal set,static O2 scorer,,0.081705373651086918,0.081705373651086918,,,,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,registered exact-budget action-set evaluation,results/mvd/m1_observability/model_metrics.csv,fe33fb2fc3900711af021243085d51deb7b4fe33e1e07fca398cc49724d40c53,registered_static_observability_control,deployable_or_control,NOT_SUPPORTED,main,the static O2 scorer has higher exact-budget regret than global and random controls,larger model capacity would solve static observability
O1_GLOBAL_SET_REGRET,Observable,control,exact_budget_set_regret,global mechanical score exact-budget regret,lower_is_better,retrospective best legal set,global mechanical score,,0.079926923686135298,0.079926923686135298,,,,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,registered exact-budget action-set evaluation,results/mvd/m1_observability/model_metrics.csv,fe33fb2fc3900711af021243085d51deb7b4fe33e1e07fca398cc49724d40c53,registered_static_observability_control,deployable_or_control,REFERENCE,main,the static O2 scorer has higher exact-budget regret than global and random controls,larger model capacity would solve static observability
O1_RANDOM_SET_REGRET,Observable,control,exact_budget_set_regret,random median exact-budget regret,lower_is_better,retrospective best legal set,random median,,0.079783069767619993,0.079783069767619993,,,,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,registered exact-budget action-set evaluation,results/mvd/m1_observability/model_metrics.csv,fe33fb2fc3900711af021243085d51deb7b4fe33e1e07fca398cc49724d40c53,registered_static_observability_control,deployable_or_control,REFERENCE,main,the static O2 scorer has higher exact-budget regret than global and random controls,larger model capacity would solve static observability
O2_TEACHER_TURNOVER,Observable,headline,best_action_turnover,strict-OOF teacher at 18.75% versus initial state,descriptive_value_evolution,initial strict-OOF teacher value,conditional strict-OOF teacher value at 18.75%,,,0.70373822936316088,,,,276 specimens across 6 held-out domains,276 physical specimens; 6 held-out experimental domains,causal measurement histories; strict-OOF retrospective teacher; specimen-first aggregation,results/mavis_science_closure/p9_value_evolution/summary.json,7949e0828d3a2ceafa91ef211f828329ed54a7e01b2bdf11e8ab33ed7d601e28,strict_oof_retrospective_teacher,retrospective_non_deployable,SUPPORTED,main,true strict-OOF conditional measurement value evolves with acquired evidence,the frozen real scorer reliably captures all dynamic opportunity
O2_TEACHER_RANK,Observable,supporting,rank_spearman_to_initial,strict-OOF teacher at 18.75% versus initial state,descriptive_value_evolution,initial strict-OOF teacher value,conditional strict-OOF teacher value at 18.75%,,,0.40534397693107738,,,,276 specimens across 6 held-out domains,276 physical specimens; 6 held-out experimental domains,causal measurement histories; strict-OOF retrospective teacher; specimen-first aggregation,results/mavis_science_closure/p9_value_evolution/summary.json,7949e0828d3a2ceafa91ef211f828329ed54a7e01b2bdf11e8ab33ed7d601e28,strict_oof_retrospective_teacher,retrospective_non_deployable,SUPPORTED,main,true strict-OOF conditional measurement value evolves with acquired evidence,the frozen real scorer reliably captures all dynamic opportunity
O2_TEACHER_TOPK,Observable,supporting,top_k_jaccard_to_initial,strict-OOF teacher at 18.75% versus initial state,descriptive_value_evolution,initial strict-OOF teacher value,conditional strict-OOF teacher value at 18.75%,,,0.30720882736705496,,,,276 specimens across 6 held-out domains,276 physical specimens; 6 held-out experimental domains,causal measurement histories; strict-OOF retrospective teacher; specimen-first aggregation,results/mavis_science_closure/p9_value_evolution/summary.json,7949e0828d3a2ceafa91ef211f828329ed54a7e01b2bdf11e8ab33ed7d601e28,strict_oof_retrospective_teacher,retrospective_non_deployable,SUPPORTED,main,true strict-OOF conditional measurement value evolves with acquired evidence,the frozen real scorer reliably captures all dynamic opportunity
O2_TEACHER_OPPORTUNITY,Observable,headline,dynamic_vs_initial_opportunity,strict-OOF teacher at 18.75% versus initial state,descriptive_value_evolution,initial strict-OOF teacher value,conditional strict-OOF teacher value at 18.75%,,,0.0053086647737006706,,,,276 specimens across 6 held-out domains,276 physical specimens; 6 held-out experimental domains,causal measurement histories; strict-OOF retrospective teacher; specimen-first aggregation,results/mavis_science_closure/p9_value_evolution/summary.json,7949e0828d3a2ceafa91ef211f828329ed54a7e01b2bdf11e8ab33ed7d601e28,strict_oof_retrospective_teacher,retrospective_non_deployable,SUPPORTED,main,true strict-OOF conditional measurement value evolves with acquired evidence,the frozen real scorer reliably captures all dynamic opportunity
O3_REAL_CHANGE,Observable,supporting,cai_mae_change_from_initial,real state at 25% minus real state at initial checkpoint,negative_is_improvement,real state at initial checkpoint,real state at 25%,,,-0.00073099623263741165,,-0.0011840686864012153,-0.00025047239942650626,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,matched frozen P2 state predictions along causal trajectories,results/mavis_science_closure/p10_mris_causal/summary.json,d161da85af81698e626093e35e8a21347abc23f123987a3c33cb1200acc7bbb4,matched_state_diagnostic,diagnostic_frozen_state,MIXED,main,real partial measurements add signal relative to the static initial state,real content is more informative than positions or reconstruction
O3_FULL_FIELD_RECOVERY,Observable,sensitivity,static_to_independent_full_field_utility_recovery_fraction,P10 real-state recovery relative to I_field_selected endpoint,higher_is_more_diagnostic_recovery,static state and I_field_selected endpoint,real state at 25%,,,0.26552090658263838,,0.10566862361302957,0.41032085829808473,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,P10 closure diagnostic with explicit I_field_selected full-field endpoint,results/mavis_science_closure/p10_mris_causal/summary.json,d161da85af81698e626093e35e8a21347abc23f123987a3c33cb1200acc7bbb4,independent_endpoint_sensitivity,diagnostic_frozen_state,MIXED,appendix,P10 recovers a fraction of the static-to-independent-full-field error ratio,this fraction uses the registered B-family confirmatory endpoint
O3_REAL_MINUS_POSITIONS,Observable,central_adverse_control,equal_domain_cai_mae,real minus positions_only at 25%,candidate_minus_reference; negative_would_favor_real,positions_only,real partial state,0.10722340470304091,0.12462635598001069,0.017402951276969791,,0.0088975722721525465,0.025820105390812708,1/6,276 physical specimens; 6 held-out experimental domains,"matched causal trajectory, exact acquired cost, action roster, cohort, and checkpoint",results/mavis_science_closure/p10_mris_causal/contrasts.csv,809c03866789067335baef37c6cb668e35a8eae7b4bdc49748d6b125b66a18c5,matched_causal_control,diagnostic_frozen_state,ADVERSE_CONTROL,main,the registered representation does not establish specimen-specific measurement-content value beyond matched acquisition-geometry/reconstruction controls,geometry alone is universally sufficient; MRIS captures specimen mechanics beyond controls
O3_REAL_MINUS_RECONSTRUCTION,Observable,central_adverse_control,equal_domain_cai_mae,real minus reconstruction at 25%,candidate_minus_reference; negative_would_favor_real,reconstruction,real partial state,0.090434644675620554,0.12462635598001069,0.034191711304390131,,0.024500634636387335,0.043838842296413223,1/6,276 physical specimens; 6 held-out experimental domains,"matched causal trajectory, exact acquired cost, action roster, cohort, and checkpoint",results/mavis_science_closure/p10_mris_causal/contrasts.csv,809c03866789067335baef37c6cb668e35a8eae7b4bdc49748d6b125b66a18c5,matched_causal_control,diagnostic_frozen_state,ADVERSE_CONTROL,main,the registered representation does not establish specimen-specific measurement-content value beyond matched acquisition-geometry/reconstruction controls,geometry alone is universally sufficient; MRIS captures specimen mechanics beyond controls
O4_DYNAMIC_MINUS_STATIC,Observable,headline,one_step_value_regret_at_18_75_percent,dynamic real minus static M1/O2,negative_favors_dynamic_real,static M1/O2,dynamic real-state scorer,,,-0.0012601005460586463,,-0.0021233903441583522,-0.00044424662241962417,5/6,276 physical specimens; 6 held-out experimental domains,same legal actions and exact costs at the final tested decision checkpoint,results/mavis_science_closure/p11_dynamic_valuation/summary.json,75b590bc853ac23fe5bc394de3c4a08b66566553f0b2e23a67268420261da558,registered_dynamic_valuation_control,frozen_learned_scorer,NARROWLY_SUPPORTED,main,"the dynamic real-state scorer narrowly lowers endpoint regret versus static, while shuffled content remains better",accumulated real ultrasonic content caused the gain; dynamic MRIS is uniformly superior
O4_DYNAMIC_MINUS_SHUFFLED,Observable,central_adverse_control,one_step_value_regret_at_18_75_percent,dynamic real minus dynamic shuffled content,negative_favors_dynamic_real,dynamic shuffled content,dynamic real-state scorer,,,0.00023277699588920581,,6.0597162113144695e-05,0.00041796334359589233,1/6,276 physical specimens; 6 held-out experimental domains,same legal actions and exact costs at the final tested decision checkpoint,results/mavis_science_closure/p11_dynamic_valuation/summary.json,75b590bc853ac23fe5bc394de3c4a08b66566553f0b2e23a67268420261da558,registered_dynamic_valuation_control,frozen_learned_scorer,ADVERSE_CONTROL,main,"the dynamic real-state scorer narrowly lowers endpoint regret versus static, while shuffled content remains better",accumulated real ultrasonic content caused the gain; dynamic MRIS is uniformly superior
A1_VALUATION_SUBSTITUTION,Actionable,headline,cai_auebc_improvement,retrospective valuation substitution,positive_is_improvement,frozen current component,retrospective valuation substitution,,,4.9786742278373763e-05,,1.8446727599749598e-05,8.1048974533561515e-05,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,one-component-at-a-time retrospective substitution under exact acquisition budgets,results/mavis_science_closure/p12_rvp_attribution/summary.json,c75e034b89e1f249185e1e389ce305bd6455dd6f2b46ede3d6fd9e8e9eee1040,retrospective_component_substitution,retrospective_non_deployable,SUPPORTED_RETROSPECTIVE,main,retrospective substitutions distinguish valuation and bounded set-planning gaps,a representation bottleneck is established; all layers are proven bottlenecks; oracle substitutions are deployable
A1_LEARNED_PLANNING_SUBSTITUTION,Actionable,supporting,cai_auebc_improvement,bounded learned planning substitution,positive_is_improvement,frozen current component,bounded learned planning substitution,,,3.1643098186706631e-06,,1.4114836609307647e-07,6.2502709540107637e-06,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,one-component-at-a-time retrospective substitution under exact acquisition budgets,results/mavis_science_closure/p12_rvp_attribution/summary.json,c75e034b89e1f249185e1e389ce305bd6455dd6f2b46ede3d6fd9e8e9eee1040,retrospective_component_substitution,diagnostic_learned_planner,SUPPORTED_RETROSPECTIVE,main,retrospective substitutions distinguish valuation and bounded set-planning gaps,a representation bottleneck is established; all layers are proven bottlenecks; oracle substitutions are deployable
A1_TRUE_VALUE_PLANNING_SUBSTITUTION,Actionable,supporting,cai_auebc_improvement,true-value stronger-planning substitution,positive_is_improvement,frozen current component,true-value stronger-planning substitution,,,0.00011171243144555976,,9.8982426574187982e-05,0.00012479264383388855,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,one-component-at-a-time retrospective substitution under exact acquisition budgets,results/mavis_science_closure/p12_rvp_attribution/summary.json,c75e034b89e1f249185e1e389ce305bd6455dd6f2b46ede3d6fd9e8e9eee1040,retrospective_component_substitution,retrospective_non_deployable,SUPPORTED_RETROSPECTIVE,main,retrospective substitutions distinguish valuation and bounded set-planning gaps,a representation bottleneck is established; all layers are proven bottlenecks; oracle substitutions are deployable
A2_GREEDY_PLANNING_REGRET,Actionable,headline,bounded_set_planning_regret,current_greedy versus retrospective joint near-oracle reachable pool,lower_is_better; positive_regret_is_planning_gap,retrospective joint near-oracle reachable pool,current_greedy,0,0.00012065415511003872,0.00012065415511003872,,0.00010330836663465408,0.00013862026880825305,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,bounded two-action reachable-pool planning diagnostic at 6.25%,results/mavis_science_closure/p13_set_planning/summary.json,263b8cf3451d54069f69468e2bf6eaea20f0e5f50dd090c3ae3b5cff175785cf,retrospective_bounded_set_planning,retrospective_non_deployable,SUPPORTED_GAP,main,a bounded set-planning gap remains under the registered reachable-pool diagnostic,near-oracle planning is deployable; the result establishes arbitrary-horizon planning regret
A2_BEAM4_PLANNING_REGRET,Actionable,control,bounded_set_planning_regret,beam_width_4 versus retrospective joint near-oracle reachable pool,lower_is_better; positive_regret_is_planning_gap,retrospective joint near-oracle reachable pool,beam_width_4,0,0.00011269444469579484,0.00011269444469579484,,9.484632026816116e-05,0.00013083011442097331,6-domain equal weighting,276 physical specimens; 6 held-out experimental domains,bounded two-action reachable-pool planning diagnostic at 6.25%,results/mavis_science_closure/p13_set_planning/summary.json,263b8cf3451d54069f69468e2bf6eaea20f0e5f50dd090c3ae3b5cff175785cf,retrospective_bounded_set_planning,retrospective_non_deployable,SUPPORTED_GAP,main,a bounded set-planning gap remains under the registered reachable-pool diagnostic,near-oracle planning is deployable; the result establishes arbitrary-horizon planning regret
A3_FEEDBACK_BENEFIT,Actionable,central_adverse_control,cai_auebc_feedback_benefit,no-feedback minus feedback,positive_favors_feedback,frozen no-feedback policy,frozen feedback policy,,,-1.4962761714999999e-05,,-1.9435185744000001e-05,-1.0636813205e-05,2/6,276 physical specimens; 6 held-out experimental domains,frozen feedback/no-feedback trajectories; specimen-first synchronized bootstrap,results/mavis_science_closure/p16_feedback_mechanism/summary.json,4b93de1520450f24d41449192b97761908d3d1efa4dbf0e5c02d20f3d390a07e,frozen_feedback_control,frozen_learned_policy,ADVERSE_CONTROL,main,feedback is adverse under the frozen cross-domain protocol,feedback improves acquisition; value evolution explains the feedback mechanism
A4_BASELINE_MINUS_MAVIS,Actionable,headline_boundary,cai_auebc,strongest deployable baseline minus frozen MAVIS,positive_favors_MAVIS,mvd_m1_o2,frozen MAVIS,0.12499204011570479,0.12505318220938968,-6.1142093684893317e-05,,-8.4607724634266733e-05,-3.7766078012883111e-05,2/6,276 physical specimens; 6 held-out experimental domains,frozen source-selected cross-domain policy; exact cost; specimen-first equal-domain AUEBC,results/mavis/p7_final_frozen_eval/claim_evidence.csv,f37af43804d9c2b9a2021ca7f0fc43490257ca91bd8f6e917500a385480cf6e5,frozen_deployable_endpoint,frozen_learned_policy,BOUNDARY_SUPPORTED,main,the frozen learned acquisition policy did not outperform the strongest deployable baseline,MAVIS outperforms the strongest deployable baseline; MAVIS improves most held-out domains
