specimen_id,dataset_id,native_height,native_width,image_sha256,target
c8-22,74t7kcdgkr,674,675,72449713a844dc00d887b80beb89128d128360b0a348d56f5ed86f960a1decbf,0.98325147237550004
c8-23,74t7kcdgkr,674,675,c40a82ffa3d70161a862fe223e51ce9e64f22b5215c68c330f5c70cfdfc52204,0.94590069878723004
c8-24,74t7kcdgkr,674,675,39f519201158d464808bea9e455af79bc2c2d747a694dc0bc3f3b48bea77a355,0.936694628896937
c8-25,74t7kcdgkr,674,675,d47d110fd874cb7e4d43fee4ef0c2f552f449bc3c349da382148b25fa3a3529a,0.97154140869129202
c8-26,74t7kcdgkr,674,675,059b1f52a71da61747b4a5d5dd286e2524edc34c7f6a37145c0c6e36ab668ba2,0.98035957771889304
c8-27,74t7kcdgkr,674,675,3b880ac4fd2077eb152973bcc8bdcf58fb41027119fb805a04fa653e2d943fa7,0.93773904110459305
c8-28,74t7kcdgkr,674,675,b681873337e1d403ccfc399b975c6b86218ae5f3173e6a915ed0b6e6c703ca58,1.01951685834675
c8-29,74t7kcdgkr,674,675,1064f6f9e13dd456bb48cc6ae4936d4a6005fedcb0c4c76435b55c1f7da19c13,0.98786394364782204
c8-30,74t7kcdgkr,674,675,7d6b21883ce821d3c8cc4cf4263545e744b39970a5998edf971e8a675dba1586,0.99022011515980002
c8-32,74t7kcdgkr,674,675,aa675f7abf8ffd3a3dac0b18269610f240a4fb21a7be6fe0b9423ac8f2ea599a,0.69651015498278801
c8-33,74t7kcdgkr,674,675,3f6b7a660634ef09530460b0cafa7fbe82426f635667b554cfd1c0d70ce7e037,0.69792090828929898
c8-34,74t7kcdgkr,674,675,64b4e82a60948c242f6b3a14780755bebec469e9df4acf900426644c634736da,0.76649008800143204
c8-35,74t7kcdgkr,674,675,d39af242aee2534dd7316a5f03497bd4287977d173ddff3cb36934e59ef1200d,0.65877060764420603
c8-36,74t7kcdgkr,674,675,3b389d7edf5262c7ca9a0c1d090b9ede28a84642d80a952412b8a997a0389467,0.63375878864541602
c8-37,74t7kcdgkr,674,675,46cc27870ed7489db2ddb687107dad7499476317895d750b87dc036f8e5f0bc2,0.76678250265757597
c8-38,74t7kcdgkr,674,675,81c8fde016b08bf60dd3a95cd6a28b1424be94e099e89f32dc474775dda064bc,0.79509357776609801
c8-39,74t7kcdgkr,674,675,a2708a02d12434e3f8221f3ba15200f39a94571616157892cc76ce37f8cc912d,0.60746599593625605
c8-40,74t7kcdgkr,674,675,269311a4880e08b174ecc3e3e5f33d2e193a8831b608a42eaacf254ccc65cbf1,0.75926064950092298
c8-41,74t7kcdgkr,674,675,8786699e0853a3b9909a55ad3eefcaf8c19824d9ec541629a8d22255f20553d7,0.95698246969273404
c8-42,74t7kcdgkr,674,675,bcfc130e19afa16db105b66d67bab4a34d0f0b9cb71f5e9e5f9fc07a86b00516,0.71217952093024794
c8-43,74t7kcdgkr,674,675,7ec3f87981b0381039588f1cc3ca95086589634bad49e9de41d56edd143cbec7,0.72035173669457897
q24-1,cgtnjyggtm,674,675,d46c389da763f00cad60b823ebf46e9424dec93fbf65f08b3b981c41bbc28bce,0.74296059269633596
q24-2,cgtnjyggtm,674,675,781f2d8ef11e970e55a88d43264c967f23f757e4111f5723966075326aef62f3,0.75919109574231702
q24-3,cgtnjyggtm,674,675,50e6a22e1de63ff6cbf2fa1283b78ab7e41c0675971d2f4cbe63ed122c161a85,0.71926939114604305
q24-4,cgtnjyggtm,674,675,444a22e7e0edf3f7bd02b06bcdd3f090785d6af74108543191b9e12c18c56745,0.83907650657586796
q24-5,cgtnjyggtm,674,675,f137e82b1552dd614a6cd94af5d7d4ea3cdded58107a730c12f471495b0556ad,0.81418691632277895
q24-6,cgtnjyggtm,674,675,33621f71b2ecf995ae7d5d95367bcf3330a78618d7226db030b9e030f9f51e9f,0.80303516481048398
q24-7,cgtnjyggtm,674,675,2a6738e12bfaa3ea27acf47d8efc41813771142711c14d6ea60c96e875ab94bc,0.62307185196437098
q24-8,cgtnjyggtm,674,675,54cccad86e57fcda126bb3f2fe6e7cd81dc67f22218454d743aaee2474e8e57a,0.60609619175657303
q24-9,cgtnjyggtm,674,675,0c6370c485be65a51ed887d754714b341dfca7f0fce3281383a4729c4b2ce01f,0.60457555358916404
q24-10,cgtnjyggtm,674,675,15647859126bfffc598040519d2ffe56e5456d5b7027754c811043406c8c037a,0.77567531963688396
q24-11,cgtnjyggtm,674,675,172741aa4fb3cff0f2d90f2afbea2b67f0656c2fc168e0a26725713e37eac78e,0.69252516777908202
q24-12,cgtnjyggtm,674,675,b18c13cc24b4be8b978fda888dd72b16c38d0965de8703621d73109fde8d304f,0.70681268288869703
q24-13,cgtnjyggtm,674,675,f9ab7da2adf7041b04d9e31d2d8695113c8983fefe62639f6365807256fc62fa,1.04519580615111
q24-14,cgtnjyggtm,674,675,6ad3eaee2a688b73892f29f52bb42a9ad0f22e3ae29d972aea263a1edd169b58,1.06010297651874
q24-15,cgtnjyggtm,674,675,10b657ee2eee2439f6913d062297c9723e0c2caf7b6575f2f5a794e967c54e62,1.0559370879857799
q24-16,cgtnjyggtm,674,675,74e64a32c9a4bbcdd4d2f71f106e40e618325151050c9d718d994568b8427931,1.05070482755828
q24-18,cgtnjyggtm,674,675,c5db5bf7c0787e846e3fc9a324470d4bbf7e117532eb9b58ff6d552640b504e8,1.0300093891097599
q24-19,cgtnjyggtm,674,675,2bdbb22a359dc86d73ef7e5f8ee42f2aa92e45084237afe4cae213418503755a,0.790485145266142
q24-20,cgtnjyggtm,674,675,6184c495b2f98a2a27f48ecd47a8522c5e74b75256a96dbd23bdc34b208a685e,0.77860914431038297
q24-21,cgtnjyggtm,674,675,02ec16ba0bdb8a9f3cb7f1d305699cbf69dcb92ff6222c284f6ffbb2c73c8b7d,0.88598019755287005
q24-22,cgtnjyggtm,674,675,a9b218f122c59f9d7f606a59de8f23e1906fafb7a85ff36dada72148bc85e22c,0.95886397157279801
q24-23,cgtnjyggtm,674,675,7b898cf8dc25e687657de047e3d044c74eb18376b308c992c5be33d5770ad1c8,0.87415218717322896
q24-24,cgtnjyggtm,674,675,62f6f8c9ce49a993507c06f8b37cac1b1989669ca5edd30314882874e1b9c614,0.98826757897799899
q24-25,cgtnjyggtm,674,675,15d565c6c97b81bc13e1d422b5cf5d210f4ac91b52bf99318db3712b5c076720,0.76336265250415003
q24-26,cgtnjyggtm,674,675,f563c0b4baf39fb719fbf44d4615000c42a586dac3a9255d5a72af4445d6c79e,0.73213107943234002
q24-27,cgtnjyggtm,674,675,249be70e88565c20f2bb0ed546d32de4d5328afb4e1f08ee59109ebdecbf51ff,0.73853082046572605
q24-28,cgtnjyggtm,674,675,e1030ea914e6136a991481b6e4a7579a07a0030b2768fe9bd7a14251a300d441,0.86606403331369897
q24-29,cgtnjyggtm,674,675,f8f144b6f5a3c5ee6b31478d66c712e5a655c3a430da8aa8e0c16871cbe94a85,0.85947888662156802
q24-30,cgtnjyggtm,674,675,46fa140977bcbbf79e71b85cf08068fa571b36860c66283ef098682daa3aefbb,0.653285282947075
q24-31,cgtnjyggtm,674,675,ca7d3ffcdbc21dbd9852b1ee8d8dbab150945f1859312b2a9d59304adcc6c70b,0.64837124571865001
q24-32,cgtnjyggtm,674,675,63ad4845314e1333feedc68cc65fcc37e9c06a7478f6b2e2060316d9b55e4ce4,0.63522695043533906
q24-33,cgtnjyggtm,674,675,e8a7fb7879b0d0c48d6b2a07963aa242a7feb33aa262db1deb8107c4ba80495e,0.71139944870601302
q24-34,cgtnjyggtm,674,675,66b4efb50a924f0f2d04757dceb87fcab70316ab37c36ff70ee8140e883a1031,0.72937809037274903
q24-35,cgtnjyggtm,674,675,41a2dcbcb36543cdf1c128dc5b5c92f018d698a8d3faba9d8d45bf5813cfdad0,0.74059210687097099
q24-36,cgtnjyggtm,674,675,438f48a5549cd340ed5e10831f1b6397364f6dc8e7b997edef16c52464728c85,0.82666369087913405
q24-37,cgtnjyggtm,674,675,0caa2bdfff372124f9116725fefe96fcb76700bc2775e991a623aec5ebd1b4f2,0.87275445408783303
q24-38,cgtnjyggtm,674,675,0f5f3384c56a763927fa635a97ee20c0b995b194fb596b96cbbabe0cb4839254,0.78128672570658597
q24-39,cgtnjyggtm,674,675,4769f3c54777c305a1b1398f627a6734c7eff184edb72f733f68fd8d53e6db21,0.99552699924547206
q24-40,cgtnjyggtm,674,675,888ba49cc90410ef4b1326c9fc8bfb51b6e6c84379136a010e5a9a024d6c01f7,0.26754570434032598
q24-41,cgtnjyggtm,674,675,b55cec4519b118f31e5b8b239b14b12482910873a043420f6bb5ffeaa32f9d53,0.33468559585039898
q24-42,cgtnjyggtm,674,675,c2fc746e9baa9b64415b2e59d1b7904ef65eef0033e9eb752189a7426f8b118e,0.26149971529023802
q24-43,cgtnjyggtm,674,675,0a240393f15ca5d236dade8535703adbbed0dbb636b6feb4415a3ec0b2409f46,0.26154708553789002
q24-44,cgtnjyggtm,674,675,a87bb031a5bcbecccfa85f8dc0633fc4e916e984a5b9f5c01c24de5f0dbff57e,0.25304997335729701
q24-45,cgtnjyggtm,674,675,2de033f926011c39767d697d912ddd5a514025591fb3fb99ca4d1a35af35d7fb,0.25448275032538797
q24-46,cgtnjyggtm,674,675,d3f6076782495f96bcfe451e56c4009ceb48e139ac5e42028eb81d5cf74718a3,0.272987434945067
q24-47,cgtnjyggtm,674,675,b7d83421bf3b7e12d4bbc0ce57153b035bc75b424ce3ae0388101e3edca5c811,0.27637654697095299
q24-48,cgtnjyggtm,674,675,891dc75c089b0bd4362492f6c84fe4ddb9ed484b9c4e00c92b69184e1d2b0037,0.31514114889320699
q24-49,cgtnjyggtm,674,675,3db90c9f51d95c34820d9233395cf58473fde477367f3b30363efa565a6dc400,0.338763911078658
q24-50,cgtnjyggtm,674,675,7186613586d221bcb3c009e0559d2dea5c95deabd1c87fd33ad69b7228e4550c,0.33383018792485802
q16-1,w68dtmpfyf,674,675,4d313ddf25ee7d156b42811c79d08cf6b7aebb5b2e54de2c2d077e0e93523bbc,0.75532913467894802
q16-2,w68dtmpfyf,674,675,545f7ec77650e7600917ba62b8756945c92d06e0601b48086ba0aa2e1c76f98c,0.77511319188995298
q16-3,w68dtmpfyf,674,675,d8bce00b811b8a9c284ce88f989689032ebf98a72841c8943af5a57f085fd0e8,0.895309148942938
q16-4,w68dtmpfyf,674,675,20b2a0c355cc62177e2c18da13c3ca65f22c5bc8e6e93a29ed96f0dd924031e4,0.97352212324314502
q16-5,w68dtmpfyf,674,675,285457c4b818268380ae326ec65b300eb262a45faf1c8cb1047a7c54836219ca,0.90250738796568097
q16-6,w68dtmpfyf,674,675,bf9b2f864289c8b07d8df28e31bab74cfddcb9a04683aa9d7c3b00f3e7a2572e,1.06297151834098
q16-7,w68dtmpfyf,674,675,d4d8f534176be7a86b6b65c012c1c6b2217d305cb4af9698ea98cf37c6220522,0.56655792713565001
q16-8,w68dtmpfyf,674,675,8751cf3ccd04345642f6d65b1224c077815fe0f1e971f1f32c3f49b294da46e6,0.66373924847809695
q16-9,w68dtmpfyf,674,675,0d1529616f897952436ca62733d41e3421635a9fb605f1e7422b2773bcef89d5,0.58044523390845804
q16-10,w68dtmpfyf,674,675,1f11b5275774f20a3cc4fdf646e01d1e1d48d8702d51befef9afe3d36dcdaf87,0.68768744346063904
q16-11,w68dtmpfyf,674,675,85245d7522f4af0ba94dcc3ab92082576e79ffe2780b602fdfdc88619b2d4526,0.75119662892566896
q16-12,w68dtmpfyf,674,675,b98d5e0a5eee421669a6924e30940a7e92407b2a6c102ce0199d2f8a9bd8d426,0.71026607945271603
q16-13,w68dtmpfyf,674,675,3b0935b08f7fe85d600aa20ce08ae7b8a47664e7b956139b3a918a0e814548f1,1.0733553519180301
q16-14,w68dtmpfyf,674,675,66ce1337c8081cf89c1124186a62febbc902ee337bbd476e7c27750135e82483,1.0273367344475199
q16-15,w68dtmpfyf,674,675,a8be252461882d620ca7d7464a3dfc6e3ae72e8f2ac343f824b841125b8799ae,1.01383873214723
q16-16,w68dtmpfyf,674,675,fa0461c62287126d5c3effe4c21403b0ebcd13d568ae2bdbf8d22c159e5d30b5,1.0446969528259
q16-17,w68dtmpfyf,674,675,ce71ffa29a4fe161b7786033e21ae247445063b529c377ffb501877d580bbb55,0.98605470988135302
q16-18,w68dtmpfyf,674,675,012712bfb8b4f61686a347f85f8f2128cc980a4213525518a739ebde727610cb,1.02701678064021
q16-19,w68dtmpfyf,674,675,e0a3fcc0182080a0024860e1fc5c2e07b1dd643f2c501983a816d01c2a6bc90d,1.08402585286135
q16-20,w68dtmpfyf,674,675,246e67ee3296460b30d842d83a10251dd0d1b4a5a12ea3397ce39c9c692b4926,0.923462663837464
q16-21,w68dtmpfyf,674,675,5c956b6a9137aa39d82d11791718c22ecabff5d76b0ac3ab3792cb9d31380de6,1.0539930554454999
q16-22,w68dtmpfyf,674,675,3df90b070aec083cfed49564d6a99c4dd2d19fe10c0935abc1530a7f7353f2e1,1.0511359039336601
q16-23,w68dtmpfyf,674,675,54280b5fa0746ea5745c159f4cf25b457037f40a92580c89cf81eec3db4838ab,0.95082686714612297
q16-24,w68dtmpfyf,674,675,be215c3064003df36b6d6362f9598df9a8f9ddd37bcb98f5bd54e68889dedb32,0.97745210331216004
q16-25,w68dtmpfyf,674,675,b90cd5288cefcf9e9b4a3e23e2cbd9ce5c0ec34bdfb4d9ad7b3d589e13b42897,0.88030608928218401
q16-26,w68dtmpfyf,674,675,2049fad0b92ac0cc87bf990bf967e9ed3c93810b5d476fb8b0cc36b3395a9b0c,0.85009951747859502
q16-27,w68dtmpfyf,674,675,5dcb5dfedd498e7c401b7422612916c9557a09692c4d3424c5b83d5c81547903,0.89172893571684497
q16-28,w68dtmpfyf,674,675,82dfd10222c01151611b865547dfdc0f19dccf6639ed7073aa637d9c7b9bed02,0.56199589257736404
q16-29,w68dtmpfyf,674,675,4d49fb7db9fc20d7645d297568774df3178c060bb991275f42b0a92cee1d5064,0.860376156366503
q16-30,w68dtmpfyf,674,675,d806496ac261907b606f5c8656a344734f09a4b287ad4dd17d529a1ab9b6aad6,0.82666229658815404
q16-31,w68dtmpfyf,674,675,a3b6dd996ef5a19d518674f9dfd51f17569981e7ba41609dbbc7cf54cdac7a33,0.90363155496908998
q16-32,w68dtmpfyf,674,675,250e0fa0b709c8c0cf4b36ddd70dc06ffc9b8b2eba61881af35ec63de030f4bd,0.63797089658161299
q16-33,w68dtmpfyf,674,675,ddc396913548d129465a20a777e5c884e6ab09c4304cf19765152a4f160e171d,0.65381852801415496
q16-34,w68dtmpfyf,674,675,c7e02b0f79144cffbc8c6cb75a1fb5f51c0efb37fedebb390af4dd545ea7be1c,0.65855077092527603
q16-35,w68dtmpfyf,674,675,b549a6bc288be7d5e4287c25c4405d83a744339a3c3be3e0f3f1adb607983f4a,0.73130199415683805
q16-36,w68dtmpfyf,674,675,0b4ae9236eed4c06f3e43132150dc0c1b4811df851d6933554d3e9f29d0d9e6d,0.73928482250504302
q16-37,w68dtmpfyf,674,675,1ec1f6d101632fc4ec948f50b844c1b2cc5c7f2ecf451b8b03bc4d9f8742f9e9,0.72928082377995895
q16-38,w68dtmpfyf,674,675,c07fdfa825807f0a96f26b46126796641b371e7077d3bb476a6c6e249e53b6cf,0.87584671676952397
q16-39,w68dtmpfyf,674,675,702c21b0d6555a94fac1a73e3a3c93a21f9b702ca5197cb665e0d3cf6c9584ee,0.90943123659575897
q16-40,w68dtmpfyf,674,675,ef9deba8d798bb1c76fe9de4da64c1d5e299f24f619130ff1ae113fd3f2cdb3f,0.89977245882325196
q16-41,w68dtmpfyf,674,675,c3a629536533f5de69a1b65de8fedab6c18f15399dcae274e37bc06744d46ebc,0.93320361756171499
q16-42,w68dtmpfyf,674,675,8df05641eea2eee66f453b4fd6ecc30de07a152ece9abef73ea166d3f2b740da,0.623971280958317
q16-43,w68dtmpfyf,674,675,13deed1d2e9fa54ead60ca89553381011a30fb9dfa335b8e6166434ea4c6f8cd,0.76821000187787802
c24-2,xcmzfsbd9t,338,340,4cb4b508acf7b4f22115507fb2580a5d84e4b3c55fed2ecf9ada5ed5c87c3cfc,0.394679692092477
c24-3,xcmzfsbd9t,338,352,c91130c780021d44be436d16f42f0876fb9a3e05e53980dbcf97a0cacb3dee08,0.46907369188683001
c24-5,xcmzfsbd9t,338,340,9dd02ede86f43fa3a89ca82a3bc25d9a6826c9347335f5e906e008c82d921c02,0.58781789899010095
c24-6,xcmzfsbd9t,338,352,eb04b07804461d66676247f8221a90df360b7d6d0f7c0bbd649085c3fe7c000f,0.55158273270277103
c24-6t,xcmzfsbd9t,674,675,e172c099158f41678df899a2637351385e91b4496fe11a0a6e42b92133c5f6c1,0.50155045378493002
c24-7,xcmzfsbd9t,338,340,31a52c174509e7f6515b28e8e913b51f20cbafb66be6af477c1b723dca424d5f,0.47397220534055301
c24-8,xcmzfsbd9t,338,340,f2d1fa87b5490ee609820507e479ca8b21e7fc6002d2b44db1d3e67f2a103e88,0.40964300421744598
c24-8t,xcmzfsbd9t,674,675,9c1a60274498f4579b8f48dc358cc11fd5c7a0b65d35d6636f05d43c132b14e3,0.60479019279138602
c24-9,xcmzfsbd9t,338,352,1b7aa6edd3e864f19fc48622d9e02aebb234bd80fad7e7e39a8742bb7444228c,0.47042605934625398
c24-9t,xcmzfsbd9t,674,675,85c8c37364c644a455082919dd67363ee7e5b22a00c73b134048be0ce7862f20,0.52694189289107396
c24-10,xcmzfsbd9t,338,352,e191a098ee009ad9308c0305c8cc21feb952252a3009d49218e8d8af34de5445,0.56684613275690099
c24-10t,xcmzfsbd9t,674,675,33f2fa44f5c0f3ba53d0f3aa587fb59070b9f318007bf7873d3160d044967418,0.67978445772411999
c24-11,xcmzfsbd9t,338,340,8b2890b08602ce1699c2c2b615c7029a496ab5440f838ee45d371cd0d22b1832,0.61607839317193003
c24-11t,xcmzfsbd9t,674,675,da2f286f15fc6112799a945a07be3a3c705e6715ee540e9ecf730af3a5918305,1.0719562386128001
c24-12,xcmzfsbd9t,338,352,ec409643cde7cf03691b66a25498592842b45210640e7ea52f7d8cc49674c3e5,0.56264418365326996
c24-12t,xcmzfsbd9t,674,675,31d6ee277eca66c71e45ecba87f7647b14be3d3be4c4b704eec137bbb09a9ca0,0.81790191762029596
c24-13,xcmzfsbd9t,338,340,4ff73184f4d59f6c8ea9cc72edf340e30b7861c00cbe8f19fafdb39db44d38c4,0.93165650869285699
c24-14,xcmzfsbd9t,338,340,0f5ed28e63e9e38ebcb6e018e6fc609ae9fdeb49284bf3d48f37125e9d5ac141,1.04096600697335
c24-15,xcmzfsbd9t,338,352,714fc1a8fd8f61afc16b0ac0429ee6be6fffa1d4ba8d06e1944d22e6e5dd5d4a,0.91068607274707103
c24-16,xcmzfsbd9t,338,352,e2c68273ac67adfab8ca9cc9a100f518e65889743f183773736bcdea52b55013,1.0140450222009101
c24-17,xcmzfsbd9t,338,340,42e7ab74f21ac710735b58de0e98d6eaada8ced1e1f683f3e8679daee1d2341a,1.0221206199018
c24-18,xcmzfsbd9t,338,352,ca968ff823645e6d0dcecd57c3e4c9b888bd573ae12664bb10edc6c5711b57d7,1.04690645184663
c24-20,xcmzfsbd9t,338,340,9c021666e58c65b242b6b3da2d78a8cf4561e66f9c5485f2ea0e50505acda0e2,0.93579950462537498
c24-21,xcmzfsbd9t,338,352,8a4fc492e78241ed4d52eb92151bf036104adc536968f0c566062cdbd312c014,1.01493695603565
c24-24,xcmzfsbd9t,338,340,15b0a1a29a107fab0f25598c3c6ca81a5f105ef1dd9642e8ffa2773695587c20,0.76866329659424704
c24-25,xcmzfsbd9t,338,352,5c72f91924287f5d1eb654f45ad0edad59f7cb0dcefc0542bdc6b3c914232142,0.80733746975498
c24-26,xcmzfsbd9t,674,675,2a66320a6700430f7e8aa6487012d13e88bacca9ec83a8df7f80ca88ec18c6bc,0.51492690448932799
c24-27,xcmzfsbd9t,674,675,03737e34b2c530e9c861fd54b06a39ec73e8eb5523b79354c2fc4d745950f051,0.538620514568805
c24-28,xcmzfsbd9t,674,675,5be43672ef1727e76e3c6d8fc69d6176759c836dd758ff4423437afa91be3192,0.57358568919950403
c24-29,xcmzfsbd9t,674,675,d17ff341416843fd2eefcf0ef07a64e0a2323793cfb848b22c9cbfdd14637f99,1.0761874909978899
c24-30,xcmzfsbd9t,674,675,131bcbf2d0770709bdbd0c178551b61c3a606982b31cfa87152dfc159b960379,0.97610233737154894
c24-31,xcmzfsbd9t,674,675,8634f22b41c3efecb6a0913083a1f7f4d721688e824212dabc22545b5ecd05bb,0.97521024649745103
c24-32,xcmzfsbd9t,674,675,c474a9d225c01d372fa63c8409e86372ce73ca1700702557b5bb2888c5e3fe4c,0.406279924863435
c24-33,xcmzfsbd9t,674,675,b66d551db8dbb948ad696f0f86b0d19a5e16b39f62cc8ab422ee5d4eb8052cc6,0.43634558808616902
c24-34,xcmzfsbd9t,674,675,b7073f2614ae4cd18ad7152ebf58b4120a3ff0148cc6a3cce4c1a757c296873d,0.53445251078399703
c24-35,xcmzfsbd9t,674,675,c3e089e66880fd473c81b5d32c6ea2e9aab50781ded2d63c9880dd3aebe3bfd3,0.76410489643262203
c24-36,xcmzfsbd9t,674,675,76bb1278394c563ce5f0092d5ab0cf65ab4bd12c4db1affdf93976447f3ec397,0.71338876662420603
c24-37,xcmzfsbd9t,674,675,4b3d2ed2de86d80b1e865c9216375ca77682f50b6b7becec049e14d0c5afbc5e,0.72187932804519195
c24-39,xcmzfsbd9t,674,675,5bdfc9567c043ba84e34d7c8099106c7ba8424399f539b96ea3dea2690c37499,0.46689801294413302
c24-40,xcmzfsbd9t,674,675,bd6b713024ffd7e96bb313167f486268d4cd4a10b5e8e969f71da9be75cf13b4,0.45535028629656399
c24-41,xcmzfsbd9t,674,675,5fc9aca8383a4a114aa6527d179849045d08ea34681b92299e06d68e5e5d5f0a,0.41714596618181898
c24-42,xcmzfsbd9t,674,675,687d9773586d0b6360709d7d5ee2b0b2147906ef770f64f5b962bc8ae6010c9b,0.57106673041668599
c24-43,xcmzfsbd9t,674,675,3ef0b32a50111d0dda8384bfe89e7e9daf625dd7476f367575c1104779d88962,0.57071321355492499
c24-44,xcmzfsbd9t,674,675,f118be75bb6409600f41f82f7eab052525fdf37029af2f57011d3dad5e858fb6,0.58370680145363396
c24-45,xcmzfsbd9t,674,675,ddb7eca0731fa9704025412e3c16a7ecd4e0a13099547394f236fa27e1ea23da,0.66633517648895402
c24-46,xcmzfsbd9t,674,675,c375e019c6168e49c34891f022e815397b42da99258d8cacf41c29a27a640980,0.51336895426164697
c24-47,xcmzfsbd9t,674,675,c4bca5a44e37edb2c89e7f79be5968be35a327c8a74e73fa2dcf9b5b355ddb98,0.91012301502231796
c24-48,xcmzfsbd9t,674,675,6f9dd64ee13431000eddde186136cf2a046c4c0e93d53af25bc39790d093fc0c,0.569518941751053
c24-49,xcmzfsbd9t,674,675,b2f0842f2c51b23410f0128ebf40dd66688846d5fd37b4284fb1c16a8f2c2234,0.69008346969744405
c24-50,xcmzfsbd9t,674,675,64249ab49cc23c41c207c66141f06ec8dd8c5b2d583b790ef05c2d142b9958ef,0.55323475228002705
c24-51,xcmzfsbd9t,674,675,7e2f5d90c3c3c2dbc9ace1b85a5621f1e09b554902ea3dfdcb038d703f32e930,0.49860906273331401
c24-52,xcmzfsbd9t,674,675,509953ea8c8a9def9e47e1da02d3105980397d8bfd355648dadade8d39188d48,0.47778779246829101
c24-53,xcmzfsbd9t,674,675,a70813c50147118526a8fe52861605b06a63d4c772d9f5c9744528ede33550b8,0.45884676133829899
c24-54,xcmzfsbd9t,674,675,173a65d0345263fa4e7cf8643f4af73f5e9efe3b699fd1c7b4acbd517a9918b8,0.56262870035877599
c24-55,xcmzfsbd9t,674,675,049ecdfd34d732bb4f475e4b1b39d28fcba0b7cdd8fdbf7c00ab0533501c31cc,0.48240632585815701
c24-56,xcmzfsbd9t,674,675,2a7cf21f5f95372479f6cf878193fd71f5b159b2a8d93e17c5c65735d6134f48,0.436047818634614
c24-57,xcmzfsbd9t,674,675,18fb22d49c429e931fc8e2d2481a733e4d084f9250d2fd1fb9238b09a710d6f8,0.49355391909970298
c24-58,xcmzfsbd9t,674,675,ce2018e2735f9228ca8249a544f02a732cde9446504fcb9d23ff33d9a7c49f85,0.49822563794922903
