specimen_key,comparator,first_divergence_action_index,control_first_in_main_proposal,main_first_proposal_restricted,same_cost_error_gain_00625,interpretation
w68dtmpfyf:q16-38,VLM_SPATIAL_OPEN_LOOP,2,True,True,-18.61065673828125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-43,VLM_SPATIAL_OPEN_LOOP,3,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-6,VLM_SPATIAL_OPEN_LOOP,1,True,True,-8.08099365234375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-37,VLM_SPATIAL_OPEN_LOOP,1,True,True,-53.192657470703125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-39,VLM_SPATIAL_OPEN_LOOP,4,True,True,-0.5843963623046875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-42,VLM_SPATIAL_OPEN_LOOP,4,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-47,VLM_SPATIAL_OPEN_LOOP,1,True,False,0.093231201171875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-50,VLM_SPATIAL_OPEN_LOOP,5,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-51,VLM_SPATIAL_OPEN_LOOP,4,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-52,VLM_SPATIAL_OPEN_LOOP,3,True,True,-9.51226806640625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-56,VLM_SPATIAL_OPEN_LOOP,4,True,True,-4.34771728515625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-9t,VLM_SPATIAL_OPEN_LOOP,1,True,True,-5.4088592529296875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-12,VLM_SPATIAL_OPEN_LOOP,5,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-14,VLM_SPATIAL_OPEN_LOOP,2,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-16,VLM_SPATIAL_OPEN_LOOP,1,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-17,VLM_SPATIAL_OPEN_LOOP,1,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-24,VLM_SPATIAL_OPEN_LOOP,1,True,False,4.679473876953125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-39,VLM_SPATIAL_OPEN_LOOP,1,True,True,4.66717529296875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-42,VLM_SPATIAL_OPEN_LOOP,2,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-5,VLM_SPATIAL_OPEN_LOOP,5,True,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-15,VLM_SPATIAL_OPEN_LOOP,2,True,True,8.905075073242188,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-2,VLM_SPATIAL_OPEN_LOOP,1,True,True,7.9098358154296875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-22,VLM_SPATIAL_OPEN_LOOP,2,True,False,-15.822341918945312,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-33,VLM_SPATIAL_OPEN_LOOP,3,True,True,-6.090362548828125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-34,VLM_SPATIAL_OPEN_LOOP,1,True,True,1.2889556884765625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-37,VLM_SPATIAL_OPEN_LOOP,1,True,False,2.2340087890625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-8,VLM_SPATIAL_OPEN_LOOP,3,True,True,0.3782958984375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-12,NO_VLM_SPATIAL_FEEDBACK,2,True,True,15.717788696289062,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-13,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-44.21331787109375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-16,NO_VLM_SPATIAL_FEEDBACK,1,False,True,32.702972412109375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-2,NO_VLM_SPATIAL_FEEDBACK,1,True,True,9.283477783203125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-21,NO_VLM_SPATIAL_FEEDBACK,2,True,True,6.9163055419921875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-28,NO_VLM_SPATIAL_FEEDBACK,1,True,False,-11.507415771484375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-3,NO_VLM_SPATIAL_FEEDBACK,3,True,True,2.005462646484375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-39,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-1.1088104248046875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
74t7kcdgkr:c8-43,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-14.524749755859375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-11,NO_VLM_SPATIAL_FEEDBACK,2,True,True,-9.658477783203125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-22,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-5.11761474609375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-24,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-5.15380859375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-30,NO_VLM_SPATIAL_FEEDBACK,1,True,True,0.050994873046875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-44,NO_VLM_SPATIAL_FEEDBACK,1,True,True,-11.655136108398438,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-47,NO_VLM_SPATIAL_FEEDBACK,1,False,True,7.17230224609375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-48,NO_VLM_SPATIAL_FEEDBACK,1,False,True,41.408416748046875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-6,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-7.034881591796875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
cgtnjyggtm:q24-9,NO_VLM_SPATIAL_FEEDBACK,1,True,True,2.3757476806640625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-14,NO_VLM_SPATIAL_FEEDBACK,1,False,True,20.64569091796875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-2,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-26.918670654296875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-29,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-9.149688720703125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-3,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-18.9410400390625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-33,NO_VLM_SPATIAL_FEEDBACK,3,True,True,0.8460693359375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-38,NO_VLM_SPATIAL_FEEDBACK,1,False,True,6.97674560546875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-43,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-7.515960693359375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
w68dtmpfyf:q16-6,NO_VLM_SPATIAL_FEEDBACK,1,False,True,4.05706787109375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-37,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-3.708251953125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-39,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-6.32147216796875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-42,NO_VLM_SPATIAL_FEEDBACK,1,False,True,0.49346923828125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-47,NO_VLM_SPATIAL_FEEDBACK,1,True,False,-18.396331787109375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-50,NO_VLM_SPATIAL_FEEDBACK,1,False,True,0.0,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-51,NO_VLM_SPATIAL_FEEDBACK,3,True,True,12.29669189453125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-52,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-9.51226806640625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-56,NO_VLM_SPATIAL_FEEDBACK,1,False,True,6.14532470703125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
xcmzfsbd9t:c24-9t,NO_VLM_SPATIAL_FEEDBACK,1,False,True,0.9579010009765625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-12,NO_VLM_SPATIAL_FEEDBACK,1,False,True,0.4050140380859375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-14,NO_VLM_SPATIAL_FEEDBACK,1,True,True,-42.860137939453125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-16,NO_VLM_SPATIAL_FEEDBACK,1,False,True,32.356292724609375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-17,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-0.81536865234375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-24,NO_VLM_SPATIAL_FEEDBACK,1,True,False,-2.642333984375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-39,NO_VLM_SPATIAL_FEEDBACK,1,False,True,0.010040283203125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-42,NO_VLM_SPATIAL_FEEDBACK,3,True,True,1.1580963134765625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
yfxyg8jm46:c16-5,NO_VLM_SPATIAL_FEEDBACK,4,True,True,-0.8929443359375,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-15,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-11.181198120117188,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-2,NO_VLM_SPATIAL_FEEDBACK,1,False,True,1.029083251953125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-22,NO_VLM_SPATIAL_FEEDBACK,1,True,False,-10.806137084960938,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-33,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-13.57330322265625,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-34,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-5.953125,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-37,NO_VLM_SPATIAL_FEEDBACK,1,True,False,7.0419921875,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
ykhs7s2dck:q8-8,NO_VLM_SPATIAL_FEEDBACK,1,False,True,-22.542831420898438,DESCRIPTIVE_ASSOCIATION_NOT_C0_CAUSATION
